,number,value,datetime_start,datetime_complete,duration,params_highPt.lL1,params_highPt.lL2,params_highPt.lL3,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_low.legHeight,params_low.motorDistanceCenter,params_low.pulleyRadius,params_lowPt.lL1,params_lowPt.lL2,params_lowPt.lL3,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_cma:generation,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:optimizer:2,system_attrs_cma:optimizer:3,system_attrs_cma:optimizer:4,system_attrs_cma:optimizer:5,system_attrs_cma:optimizer:6,state
10,10,,2026-06-16 14:30:11.115451,2026-06-16 14:30:11.338022,0 days 00:00:00.222571,45.645835617562575,55.09609095063631,64.31323292653423,-58.87393480024827,7.904074516867707,46.19880468112858,34.59649602421135,-5.090352689017749,24.943013340066997,106,82,20,40.176078522685394,46.30033688520648,34.55820954521378,-34.4716825280754,55.5487732955853,35.88808372929943,46.61787052940369,48.26029654563459,16.137772411548987,Unfeasible shape,0.0,,,,,,,,PRUNED
11,11,34.6110528065704,2026-06-16 14:30:11.457391,2026-06-16 14:30:30.173294,0 days 00:00:18.715903,75.33537961258274,38.35489030743921,41.389362842757194,-27.479188763398824,27.891427297434024,47.52045048923743,45.1073517395101,-3.4860479493672685,40.772079627725866,110,79,51,19.58294607413947,38.65495492473173,23.064705422439427,-32.44038772509629,29.93848490345576,60.147152785316166,44.898476712987794,-17.533353274450853,41.98051453057903,,0.0,,,,,,,,COMPLETE
12,12,41.73354244100691,2026-06-16 14:30:31.267823,2026-06-16 14:30:48.644767,0 days 00:00:17.376944,57.628587382425096,31.68570508649151,33.992553137716286,-40.948594743920665,74.05279165785858,41.423725664645595,65.96971994456739,-1.2912709289008006,52.38974359099792,113,81,27,38.09393503282937,79.24476859884919,63.55196386235897,-55.29590706653591,73.25474100207623,21.281794021854644,35.28636902338768,26.843054735569396,11.577990434119473,,0.0,,,,,,,,COMPLETE
13,13,49.61609637211057,2026-06-16 14:30:49.915358,2026-06-16 14:31:07.593561,0 days 00:00:17.678203,37.94708242520048,53.55655206710593,26.549897375851124,-49.521254184072916,52.74373701991767,67.15500774554613,31.681402963712113,7.571292829935658,61.708132609633395,90,98,10,47.93916576678961,15.617758046956041,42.831651391444524,-41.29945216287354,59.388054982950784,59.56352147872151,45.845281149893275,30.13415861109916,47.110557683580815,,0.0,,,,,,,,COMPLETE
14,14,,2026-06-16 14:31:08.961968,2026-06-16 14:31:09.214896,0 days 00:00:00.252928,59.642128402789155,36.128165963996025,82.74756205624524,-18.023028898428706,47.5716180826021,81.1180015615204,67.82259527345342,29.57711974584815,23.70285319253352,109,90,33,38.49823825087112,45.98063054354818,38.81362018574929,-66.50394532838996,68.88539439948394,17.086607106734427,57.32587434227618,28.018700592790374,3.66958260487982,Unfeasible shape,0.0,,,,,,,,PRUNED
15,15,,2026-06-16 14:31:09.335473,2026-06-16 14:31:09.627024,0 days 00:00:00.291551,47.45298318261472,54.151061532206135,48.092700179450105,-42.42319758307688,34.650930363466905,63.769338412239115,14.951593598645879,78.94457990279801,115.60082078065395,113,103,35,73.54783043903552,73.70900392896398,66.57464422583938,-39.31004969055451,41.23814769441878,29.132077739807393,52.96769251702995,-27.323912027737016,78.75749959202666,Unfeasible shape,0.0,,,,,,,,PRUNED
16,16,,2026-06-16 14:31:09.757563,2026-06-16 14:31:09.981630,0 days 00:00:00.224067,29.70405462367344,43.016102707379176,56.82336590434716,-43.862214929369486,51.01687627721823,52.45600486837426,71.41287161538482,53.21336134053176,57.219824186148166,100,113,33,74.47489779778236,27.766512070906426,69.51076108574925,-33.38319857896189,44.52798727458202,27.29009397444349,42.9009019528052,5.381334915844704,6.8370479804468705,Unfeasible shape,0.0,,,,,,,,PRUNED
17,17,,2026-06-16 14:31:10.108152,2026-06-16 14:31:10.352327,0 days 00:00:00.244175,34.478646652744516,69.8358703280753,57.34709861740689,-17.829711356349108,46.13262889743478,36.452803654559375,60.77194774996201,-35.391938170560735,116.3930114660841,98,114,40,90.66739938847523,26.27290761794176,43.48977613554624,-43.88731886677253,45.31321386940184,89.84245621996754,52.312423747725184,-23.646876530799638,33.672029887566374,Unfeasible shape,0.0,,,,,,,,PRUNED
18,18,59.23825232620632,2026-06-16 14:31:10.479625,2026-06-16 14:31:28.748176,0 days 00:00:18.268551,41.008600848200004,10.790778731589292,60.40909306100617,-63.14516149283637,64.05481835822417,47.66794421336305,36.32206962002592,2.2882183698352065,68.12891077429322,101,98,32,20.736887475773752,62.55112622125026,31.202725571561626,-40.05970672922581,84.53671759574574,31.461869210306602,84.02098154453671,-3.534202023998141,47.03908218913272,,0.0,,,,,,,,COMPLETE
19,19,,2026-06-16 14:31:30.012887,2026-06-16 14:31:30.258933,0 days 00:00:00.246046,34.7785706192619,30.003122200430628,35.828908576065146,-46.022810217900314,72.31586105439692,32.86298254212826,55.237335656367094,48.992585432460864,98.44186856686154,97,71,15,55.70682596385397,67.87439874176384,49.321054019489026,-49.652997209138604,57.06424079389751,60.85484211298416,77.49695323684985,21.082878436656458,12.385248520210311,Unfeasible shape,0.0,,,,,,,,PRUNED
20,20,,2026-06-16 14:31:30.379842,2026-06-16 14:31:30.613448,0 days 00:00:00.233606,56.24125883888671,80.0877667114382,37.047733940332606,-68.96977568683276,27.860916081133027,30.114043200519077,59.49470123192226,52.66399660977362,129.98426713825947,111,137,43,48.61666936169756,60.386931509432586,47.428238358031585,-53.53710792926498,69.0065463550795,40.46391441874725,58.42006871441603,107.31983065027026,72.48101538463955,Unfeasible shape,0.0,,,,,,,,PRUNED
21,21,,2026-06-16 14:31:30.740971,2026-06-16 14:31:30.983528,0 days 00:00:00.242557,45.01254875652232,56.24475547732753,59.49787964121191,-33.257917106644825,73.28207585111662,53.52248392918946,22.983654246244313,-39.12045244163005,44.89558564533048,108,105,45,66.95209243019094,38.39847579708703,58.67515029557547,-64.7146632536805,80.76625130315283,39.91773911040517,31.948130425251534,-33.49597473325046,15.286663268693326,Unfeasible shape,0.0,,,,,,,,PRUNED
22,22,,2026-06-16 14:31:31.101050,2026-06-16 14:31:31.420628,0 days 00:00:00.319578,20.14325458117892,46.301484344686045,76.85141852169238,-38.79198655292704,67.65978193726438,42.496897472936375,54.98364387725081,40.017438460952576,47.448192450247376,103,78,47,51.676899242384565,48.35071178420112,41.23833719505501,-32.46222783627885,51.8500477618211,34.737573047439085,57.28679559054762,-6.188884582604388,19.808479319494403,Unfeasible shape,0.0,,,,,,,,PRUNED
23,23,6.018072262496566,2026-06-16 14:31:31.550876,2026-06-16 14:31:49.322168,0 days 00:00:17.771292,18.085586100294037,80.34351491228342,48.53159396590674,-50.90233101625529,52.93386517398721,43.51321984917354,33.558374380801276,-26.303289327094703,101.076819575009,96,65,38,22.76770910441903,64.71106065828059,26.01237572278986,-28.136827120539216,48.96034338070376,33.54768061505735,27.970828019057578,-14.682435695947397,35.8179414884444,,0.0,,,,,,,,COMPLETE
24,24,,2026-06-16 14:31:50.723422,2026-06-16 14:31:50.995004,0 days 00:00:00.271582,40.21847591524187,26.077941971941694,54.32240014715222,-23.60737869380766,6.5050935515867545,41.182171404885246,31.15644731623454,62.986106623488865,24.64074451023738,94,111,32,80.42260504539982,61.649273740911276,41.29263477593736,-33.70619187672901,48.78662688236004,37.86667468469534,27.26138131879766,-22.83027082738819,63.16076394243311,Unfeasible shape,0.0,,,,,,,,PRUNED
25,25,,2026-06-16 14:31:51.130550,2026-06-16 14:31:51.378042,0 days 00:00:00.247492,13.732601969983532,51.35507183991217,34.47447523111523,-65.34182701111122,60.92102975109612,49.118606397805465,74.08860740795822,48.702309230171196,95.49993901336934,101,103,34,56.65590519932973,51.59132905962102,82.87780687007219,-53.74300118081139,36.45124740042429,74.0477254251043,66.57956761473586,-33.35391229653852,57.89776142029323,Unfeasible shape,0.0,,,,,,,,PRUNED
26,26,94.93439617346658,2026-06-16 14:31:51.504630,2026-06-16 14:32:10.945471,0 days 00:00:19.440841,55.74085595715855,53.262953597688124,43.276755182928866,-26.19459815166426,44.88910466526224,47.501823813141435,47.12251667417437,5.543667724742441,16.80101363114381,115,116,45,83.6108292136844,50.52158574214951,62.42069850210956,-59.9997597089954,78.24613394906281,60.648571486186555,50.26047753354078,63.74911888271835,6.29379539739768,,0.0,,,,,,,,COMPLETE
27,27,,2026-06-16 14:32:12.231662,2026-06-16 14:32:12.504020,0 days 00:00:00.272358,41.785970260919946,69.47310647068849,76.20461248467304,-30.155224298202903,88.01847575824833,48.32849460976689,45.353135474451804,-17.91019751473508,8.071910486325002,97,69,51,27.107714377596352,52.47654697571472,31.949588672396963,-31.562485263199733,65.17027599859016,46.25377885848344,23.135693429935966,35.31034258755935,41.760974497446384,Unfeasible shape,1.0,800495661b0000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b118c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308900659d67ed3c83f94869452948c035f633194680b6811430843080e998150783f94869452948c045f636d7594680b68114308f02346dde989673f94869452948c085f635f7369676d6194680b68114308fae9701ad975c53f94869452948c085f645f7369676d6194680b681143083f1d4e23bbaef23f94869452948c035f636d944b018c065f6368695f6e9447401040aaadf7c1448c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b06859468118943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b1185946811894388777fddcc9a9de0bf0c169f4000f7e13f5c20ce58fd3bcabf9dc82fafc27eb33fb0f962858fffbebf09a0448d35accebf6d763e27665cdcbf5ce795c04f39c03f785fdd7f229cf2bf261aa2ddcae9dc3f8b249d6fbf80f1bfd6d3f7efc63fd43fbcf90009f88eecbf9fd485717154e53f74859bfb86c3c9bf44cd4e1c5665dabfbce6f33fcadde5bf947494628c035f706394682f68314b008594683387945294284b014b1185946811894388177f7c5014bee1bf5772d968e62ee33f09d21ee17503ccbfe887dd6c3ad1b43febdbbce5de8cc0bfc2eeb45a5e60d0bf8bf45185ca48debf3ad38003fc52c13f5344f6a53bdff3bf9ac0aa0dc6dfde3fd0376186a0b0f2bf3ee3f0c2559fd53f1a8cb360ca7eeebfe0ff24a4c3c6e63f3cb9a117d482cbbfb8d2617d9c2fdcbf805783036d59e7bf947494628c055f6d65616e94682f68314b008594683387945294284b014b118594681189438892b61c89bb94d73f51c30074238de43fc66fe8f443addc3f86003e740c9ee03f0519ccad6309de3fa686654d561ddc3f480b59629bd0d83fb9fef0630e07e13f34a8ed483448ca3fd62a3a749ba9e33ff08488599086cc3f198bb803a590e23f7ced92319787d13f1c7b0ea46167e53fabfd3e5886bcdc3faf674b4e0e50d93ffec1ec04a5ebd43f947494628c055f635f316494682f68314b008594683387945294284b014b9985946811894,2c8040000f0b87bc70512f03fe00ff9784b2083bf2f59b997a0d7463fc298b28b9c8347bf805cbf4b4162163f4fd3b089ce51623f8345c22380e7663f9c88c0b6b4dd34bf0e01a340edeb7c3f04441d382b4d6fbf18fc9f1b6a26673f420b245f161f71bfc6bcb460a6016d3fc91e92e22b476abfdacdfd3864d8393f3471022c493e693f4824637163037d3fede9ce6090dbef3f22d0293d32705f3f7a0428ceac507cbf387a6d9ad6276b3f0c4355fe625363bf9b4eeaced1637cbf10a437cc163a62bf779c83299a3283bfd8e6360ea8e6393f560d66ec18ea8dbf48a95d9a17d2783f344bbe3ae41186bfdb129a01cde87c3f208ee80fd8cf773f24f8252f043281bfc89187e70bb85f3f21e5391885dcef3fce38d63da5a6623f43ad8f43134147bf5b94ecc39314573f1ef798c5ad4d233f9eebaebcda13423ffe3f6e703fbd6e3f6d6e2e44caa160bf11c263f6cc197b3f9f2909bed7d36abfecc7df31121c6c3f0c53ec34086267bf4e1ec21b8a30563f8fb931ef192f6a3ff428de50493647bf0f61bab58fadef3fff224aae76dd603f2bd404cf98cc433f576e1a688a0950bf57f09e23200b80bf8e74ff39fb7073bfe618f13c788174bf10702d81c2538bbf4d50bde1319a2f3f12b98a36073b7abf47f066968444783feb252978ccf86ebf3bdb528bf1f770bf5cd6676b1873713f631867f2ebecef3fd2d5b87fe617123f5ee6372dfbea593fb0c6cb1b2a0e553f870f47ea37d0633f9c2e09d9678912bf84e2ee228349793ff6363d1e7054223f979bf8dc3cfe703f04c0d889d96267bf1a794b9307bf423fff10449cd84d553f6024d9ac146e61bf47008896c0eaef3f2c5c5a395de65a3f9919b6bcdb6f603f7a195f8e61256f3f0693484b11eb573f947cc48ebf246e3feb24dbfd064d413f9066f10cbb8b663fea4ae25f577964bf965c8b36ad5f583f9c705d68094c503f365f93cd5ac5653fc059799e39f2ef3f96993ef7c5ef4b3f56b5bf5d4f1a7b3fe0c58883244571bfcf8e0e91c783723f9dac9affebfa62bf549aebf926c86d3f8e251a33a83070bf48144cb00a8a753f40e2766f09d3583f9ef2bfd68036793fde7923d0797bef3f1e5044fd13a37dbfbe795326b6bd82bf19f4af5767d98dbffc7893f88a9665bf43cf27ce80c477bf4ac64c158915803fa4fef769f94788bf56303307bd2168bfe1ac2801826848bf53953a1f012bf03fd0cadd2f7f1f83bfc1c383c0b033813f76aa400793db72bf8bb5b20b0fc9833f325e854ab4b977bfe6cf5fb1981a60bfd8fee1dd9a14703f583e9f2bf503843f3808a98ce0b7ef3fb3aec2067f7d8dbff75843dcf0686bbf33e30f456c3383bf9012d07f1257813f44596c959fd778bf543aca6dcd2e65bf30d9c648613563bf4e21c7d58ed0ef3f4e0095ef74ad5ebf52c1,69e8d98f6f3f78fa33bc652846bf78a2f17d6ea15cbfd10ba20f7f2060bf827c4d05c5a98c3f86cf12bee9e0ef3f63e471d0497160bfacaed67b1305623f556aab8dea2a53bffee4c3edec4d47bf967b9406fc4677bf3b4ce926d30ef03fdc2c94cc393471bf6eb1b2997236673f2089ff2675ec3d3f6e159221b654853f31f039db72f8ef3f7a84fe0c9a4e653fecc9dd03ebc436bfb61488c1cb847abf278e02b7cb7bef3fca623a392564203f2c9d5403c85b74bf66e8452a7aeaef3fe790d847139c7e3fd7b59623a4e7ef3f947494628c065f7369676d6194680b68114308e1cf4edf4a20c83f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b114b02869468118942100100000000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944baa8c025f67944b018c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b114b018694681189438800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014d21014b018694681189420809000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894473d4c25c2684976828c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b5f8c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014bbe859468118942f005000000000000006056400000000000404040c78c018981121840faa29b25cdbb5740000000000040404000000000000000006f52067f48427e40001c1a0f7e6e6640736b22dca89ae63f3fb78aa4184c7e40e187c52f47636640f58c7eea9a6de53f25057dc0ae547e401852402976566640a914fb06f75cf23f749bfcba845e7e404c7d14ad72376640483fe22aa914e13fc862d3c9625f7e40f0899da074266640483fe22aa914e13f749bfcba845e7e409496269476156640a914fb06f75cf23f25057dc0ae547e40c8c1fa1773f66540f58c7eea9a6de53f3fb78aa4184c7e40ff8b7511a2e96540736b22dca89ae63f6f52067f48427e40e0f720326bde6540afc3c4076799f83f9445ee8e892a7e40bcbaad8d92d16540331d54399e0bea3fe68691e7861d7e4034150a8870d06540331d54399e0bea3f38c8344084107e40bcbaad8d92d16540afc3c4076799f83f5dbb1c50c5f87d40e0f720326bde6540736b22dca89ae63f8d56982af5ee7d40ff8b7511a2e96540f58c7eea9a6de53fa708a60e5fe67d40c8c1fa1773f66540a914fb06f75cf23f5872261489dc7d409496269476156640483fe22aa914e13f04ab4f05abdb7d40f0899da074266640483fe22aa914e13f5872261489dc7d404c7d14ad72376640a914fb06f75cf23fa708a60e5fe67d401852402976566640f58c7eea9a6de53f8d56982af5ee7d40e187c52f47636640736b22dca89ae63f5dbb1c50c5f87d40001c1a0f7e6e6640afc3c4076799f83f38c8344084107e4024598db3567b6640331d54399e0bea3fe68691e7861d7e40acfe30b9787c66400000901ec4bcd64200000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000990000009900000000000000000000000000000000000000000000009474946275622e,PRUNED
