,number,value,datetime_start,datetime_complete,duration,params_lLegPt.lL0,params_lLegPt.lL1,params_lLegPt.lL2,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegMotor,params_sLegPt.lL0,params_sLegPt.lL1,params_sLegPt.lL2,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,params_sLegPulley,user_attrs_prune,system_attrs_auto:sampler,state
43,43,6.0,2026-01-30 17:29:04.050905,2026-01-30 17:29:04.115499,0 days 00:00:00.064594,83.3879398944398,36.37830982110377,32.48203877914474,-67.70620572680028,88.34310959398988,15.540399594728829,71.38643473522512,40.72854927140665,18.39782018197826,95.0,55.07625959809309,89.2008148865506,41.052634418214794,-21.378890598997586,83.94358377219717,91.58049860687632,32.95439885613309,31.081617514147137,25.71938729551227,10.0,Unfeasible shape,RandomSampler,PRUNED
44,44,8.45408095606141,2026-01-30 17:29:04.248438,2026-01-30 17:29:08.017109,0 days 00:00:03.768671,62.34495786026404,55.58350615948402,72.58981627053977,-45.43666087098811,61.00847389237657,71.13908988045675,80.9802430546185,31.51794945911555,24.287969973026605,105.0,28.314970595003285,84.66586718861134,39.84742130267413,-76.93030031601978,31.570232622514013,12.826571288136055,91.38519427337265,31.202745628323456,23.925487395751126,10.0,Unattained target,RandomSampler,PRUNED
45,45,19.12884592104195,2026-01-30 17:29:08.144225,2026-01-30 17:29:11.672055,0 days 00:00:03.527830,74.16045293103384,49.11172096750127,25.413383415953383,-45.917545095176024,65.31210635341725,24.167698092131186,57.0132372969934,39.92450608513403,23.20458603818818,115.0,15.93188730273788,83.79544718229128,99.33362006320621,-66.23881669594707,37.19843097642552,36.652686578764374,71.14729267340033,32.1459541768721,19.32396117001508,10.0,Unattained target,RandomSampler,PRUNED
46,46,6.292652819079379,2026-01-30 17:29:11.787120,2026-01-30 17:29:15.583738,0 days 00:00:03.796618,30.20503026067641,74.45207846775853,41.4081421014465,-33.57097672744774,98.77112540051617,50.12702590322493,95.672701947206,36.34053339097534,19.935312856584396,75.0,99.06374052213397,95.5177115452034,60.6575342379247,-47.8039385023042,77.69276279895671,15.411862272368344,13.659214903792051,46.46213226860013,17.544831502991805,10.0,Unattained target,RandomSampler,PRUNED
47,47,6.0,2026-01-30 17:29:15.713521,2026-01-30 17:29:15.786639,0 days 00:00:00.073118,31.13815258428007,14.386156265714854,23.32596309350631,-45.89332070171855,61.5717735568754,16.988741016906094,72.11745827555495,34.1301439796465,18.646575759696447,70.0,86.15905725891176,66.80521629885337,70.13464807361325,-68.81488479312785,85.1044777567881,87.58363971667325,63.08265918585412,47.525285265948796,18.111930383723163,5.0,Unfeasible shape,RandomSampler,PRUNED
48,48,5.36571196269858,2026-01-30 17:29:15.903293,2026-01-30 17:29:19.578644,0 days 00:00:03.675351,35.49778292807265,86.96761129772563,63.33753767048864,-31.56663755534283,87.61498537874333,65.47423970323993,87.65195365667792,37.63319263643407,18.197054212139907,75.0,94.84983820983332,20.41329061897277,24.73753076278117,-59.64574537520669,63.27261390847307,83.75016785091873,41.61238737441149,48.21072908048056,21.748230804937037,10.0,Unattained target,RandomSampler,PRUNED
49,49,15.81958213872057,2026-01-30 17:29:19.706237,2026-01-30 17:29:23.394525,0 days 00:00:03.688288,44.2215196249224,93.31755445063759,94.2919324801229,-66.81401822618835,64.90129962620884,89.04397286667546,80.48393950364427,49.99377795998409,16.534078555740233,110.0,99.01914692962713,37.621921515437464,35.776983145824246,-48.768489375626274,14.791956234721757,87.84650162186949,16.307934911941445,34.86501542928622,27.28441374661116,10.0,Unattained target,RandomSampler,PRUNED
50,50,36.58972180816076,2026-01-30 17:29:23.523155,2026-01-30 17:29:26.908927,0 days 00:00:03.385772,17.421840139874686,29.584637159521606,61.28601669741947,-23.330781397031103,60.024535219328584,96.56143091315087,50.64497422757767,30.931096708928475,12.183723804628745,120.0,64.06591844005949,54.76115894627054,49.41396943001054,-60.57558420730798,86.77463506936864,62.231949724740794,79.37612838209304,37.54811302115903,11.121550700295089,10.0,Unattained target,RandomSampler,PRUNED
51,51,5.607354394722982,2026-01-30 17:29:27.046149,2026-01-30 17:29:31.984051,0 days 00:00:04.937902,47.30306962701702,34.298976904583625,19.30362059131802,-23.351677903416004,59.82711167111075,39.31164817830559,20.13145560875148,34.45517229341603,24.65591112920568,110.0,48.792629560147944,14.619559458949931,11.475566267380348,-54.82810373757215,94.22285190014672,15.751830788834564,89.73825709813906,34.4854597675558,21.454408273502445,5.0,Unattained target,RandomSampler,PRUNED
52,52,11.379179800108666,2026-01-30 17:29:32.127090,2026-01-30 17:29:35.608846,0 days 00:00:03.481756,93.21650337513937,57.92297782832892,40.834258110917816,-46.493992950159544,49.12776794369219,63.375944079292545,65.99648512587295,43.23258821637965,10.993718077165845,100.0,79.70105138234884,87.99013386852452,75.91632805594413,-79.72595395281907,58.066328999361,91.93241105822703,24.305113186525993,35.13989859654578,24.171384748365696,10.0,Unattained target,RandomSampler,PRUNED
53,53,6.534607490167868,2026-01-30 17:29:35.736950,2026-01-30 17:29:39.208521,0 days 00:00:03.471571,83.51057039851939,49.9674801031268,85.00418806346123,-68.08336823814598,76.05836656574566,41.31513320957497,16.687826965659145,31.989143909256175,15.130319799166003,100.0,90.92474100136421,50.13067546324517,12.102091736955833,-69.9547643877478,47.982278565663535,67.94070620877949,92.0025556232011,39.917399461485765,20.372163113165726,10.0,Unattained target,RandomSampler,PRUNED
