,number,value,datetime_start,datetime_complete,duration,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_cma:generation,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:optimizer:2,system_attrs_cma:optimizer:3,system_attrs_cma:optimizer:4,state
25,25,8.764838510627726,2026-05-13 10:01:47.959400,2026-05-13 10:02:01.749285,0 days 00:00:13.789885,-27.72547923223189,63.2945492979141,58.98871567713974,32.11097139164859,14.843548482937248,43.81282697785704,-46.40849539265521,61.40358341326588,43.057503634746716,72.27761733613809,16.49056053035812,43.21878769111179,,2.0,800495a6100000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b0c8c085f706f7073697a65944b0b8c035f6d75944b058c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308e9e8100774510b4094869452948c035f636394680b681143083e6c7d43b18cd03f94869452948c035f633194680b681143089fc67c4e93b7863f94869452948c045f636d7594680b68114308b90fbeb98d89913f94869452948c085f635f7369676d6194680b681143088289198da8f9d03f94869452948c085f645f7369676d6194680b68114308606246236a3ef43f94869452948c035f636d944b018c065f6368695f6e9447400b25064571943c8c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b0b8594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b00749462894358538e214ba67ddb3f2c5e47761ddbd03f4c60b4a91145c53f18b8b48552e2b83f8daa7d42f660a63f00000000000000009bd0b4761a8dc0bf5806fa0273e3cebff539783e76c4d5bfddd50bc2786cdbbf0820f98e2d45e0bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0c85946811894360e72c2c3bbe85f33f00d9e2599b2f53bf541fd4303d6af9bfea16dd428f72f4bf7a3cbb08932500c00e31fecfa4baee3fb59e3ea6b557e5bfb8aa37bb46bda2bf180b74aa221978bf307a58b16f57c7bf8192c52ee825e8bf3430523a0255e03f947494628c035f706394682f68314b008594683387945294284b014b0c8594681189436006277d90617cf33f80bd540a5b856e3f36fab57c31d5f8bfd16211449a39f4bffb03bc5e6f29ffbf90b5db20f90def3f0927af4295c8e4bfa0a2dca25a14933fe410615d1afb9fbf287447758051c2bff88b0c204ba2e7bf2e377842f962df3f947494628c055f6d65616e94682f68314b008594683387945294284b014b0c85946839894360e2ab8148be82e53f860ebb8ffb83e03fdf01074e048cd03f3e0ea732ada1d33ffd433495d121ca3f6216f26714bde63fe3a7083305d5d83f123914ab8683e03f06387a343c9edf3f78d73c490496e03f47c95a1a1374d63f11c4ea19f25fe23f947494628c065f7369676d6194680b6811430824175ed9a688c53f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b0c4b02869468398943c00,000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b788c025f67944b028c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b0c4b0186946839894360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b904b018694683989428004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b2b8c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b56859468398942b00200005069dab2a601000030e2d8b2a601000044c6640fe08621406465aab24fb32140040da5326b8421402023fdb7da922140f0abecb2a601000020bdecb2a6010000a0abecb2a6010000c0a9ecb2a601000030dbecb2a601000010b9ecb2a601000030e1ecb2a6010000d0adecb2a60100002075dab2a6010000b0b4ecb2a601000040ceeeb2a6010000f0a6ecb2a6010000d0ddecb2a6010000d0a8e,cb2a6010000b0e9d8b2a601000090acecb2a6010000d07adab2a601000030ccecb2a60100009075dab2a601000080a3ecb2a6010000b0d6ecb2a6010000b0e1d8b2a601000000cceeb2a6010000d0a3ecb2a601000090a2ecb2a601000000a1ecb2a601000060aaecb2a601000030b2ecb2a6010000f0dbecb2a601000060a5ecb2a6010000f0ccecb2a601000010daecb2a6010000e076dab2a6010000308099b4a6010000b0e4d8b2a6010000607adab2a6010000308099b4a601000030d2ecb2a601000030e4d8b2a601000040acecb2a601000070a6eeb2a6010000f0a6eeb2a6010000b0beecb2a601000070ddecb2a6010000f0cfecb2a6010000d0e0ecb2a6010000308099b4a601000010d1ecb2a6010000308099b4a6010000a0baecb2a601000030e5d8b2a6010000308099b4a6010000e068dab2a6010000308099b4a6010000207cdab2a6010000907cdab2a601000030dfd8b2a6010000b0ead8b2a6010000308099b4a601000030e7d8b2a6010000b0e6d8b2a601000030a8ecb2a6010000308099b4a6010000f079dab2a6010000308099b4a601000010aaecb2a601000030e1d8b2a6010000f0b0ecb2a601000050d9ecb2a601000070a7eeb2a6010000308099b4a601000070ceecb2a6010000308099b4a6010000f0d2ecb2a6010000706fdab2a6010000b0a7eeb2a6010000308099b4a601000070b8ecb2a6010000308099b4a6010000f0deecb2a6010000947494628c055f635f316494682f68314b008594683387945294284b014b4e85946811894270020000e28d34a16f79f03f28a6997fe5947a3f7dbbe2e0e89aa8bf86480f887d87abbf1eca523148cca1bf8a3ebff1a47a773f1cf569a8b91c90bfc638cbd0a5ed80bf57d7916e080b66bfd56972b635af82bf09af564b60f798bf00bd1f3fb5c1803fea39a3afe0dcef3f680c4102c7f4973f4de85d391de980bf85f0d84d09eb92bf42a69a7d2800813f7c6eab5adf2f86bf30ccf3414ac54d3fb5ace424b13a953f597831b559dca13f0e36d352c02c8abf7ac6764b33fa59bf0547c9572f85ef3f02c6b418bef58d3ff330bb070297b63fb01d917d3b11a8bf920c3cbba5d9943fedaab2f16803903f51068b991aba793fa6a1ff767a9889bf6639458be333923fb05fd6c8509767bf41d4febf417ff03f4ce8eb8f1941ab3f9eff230f9f3aa1bfa649aa5495329a3f968e8a14adfa9b3f68c37c4f441b79bfb45f2265a33574bfeee56053dd6e963ff552d578fc7775bf2f16d4a73c8ef03f94e863405b14b4bf43d6122ab834953f23d2470f38deabbf0a75df3800469e3f341f4a944a259ebf9a5c691586bf9d3f7ea9e7f071fb93bf73d5b486df6ef13f92e16df11d20a2bf50fb08502469573f8580506a84c78bbf130bf0c21e83a53fa18826090109b8bf,74085474c0758e3fe7ca1f1a00f1ee3f94de861e13e0963f5171bb20793f80bf791fb7b5023c94bf02d4e26dba9d903f38d21f75ca52a83f2335cdd59937ed3f96f135b267d3783fce81998081c0a7bfd07b1d028b4795bfd072ee0d374099bf6a7e09f7763cef3f90888914cb53813f3ff67cb342f28abf370b23e942b6803fca7b742dd344f03f3098ba6e6bb0abbf9ca4e99f8072563f6a03f951a14df03f2b24c945e438923ff7e8a3bbf23fee3f9474946275622e,COMPLETE
26,26,8.781214159468917,2026-05-13 10:02:03.004798,2026-05-13 10:02:19.482428,0 days 00:00:16.477630,-24.812184821318247,52.17939442996334,24.417655502128127,48.25382364478445,36.49436395517333,13.976709553471029,-64.81637741456616,30.053974076965513,74.63734401622095,62.91347398956307,42.61612708119944,33.80266213010845,,2.0,,,,,,COMPLETE
27,27,8.763790121660989,2026-05-13 10:02:20.863413,2026-05-13 10:02:33.458469,0 days 00:00:12.595056,-56.829569742322775,47.63842241263298,21.756434719727373,42.217403715176424,19.220849735709724,40.484526561767005,-41.980454732489555,76.08828960952242,62.01863405562818,57.81396094049894,18.78582653172408,60.3813549330996,,2.0,,,,,,COMPLETE
28,28,8.759136187312116,2026-05-13 10:02:34.786856,2026-05-13 10:03:28.084203,0 days 00:00:53.297347,-47.11366678425429,66.85946488784103,33.19771699996217,33.691530171474724,22.808613190802724,61.87772430225315,-62.38492631451745,82.66506994085205,65.69458010884975,48.66668796915621,40.50937215982353,46.38550798415969,,2.0,,,,,,COMPLETE
29,29,140.0,2026-05-13 10:03:32.348793,2026-05-13 10:03:33.221385,0 days 00:00:00.872592,-45.58347604090885,51.47133182854889,57.762192088697695,43.795007063422815,27.985998664341405,55.00095711067042,-29.926999903173446,68.68418107733811,60.70242559284093,24.7378409143489,9.386295963914044,53.522748247350776,Unfeasible shape,2.0,,,,,,PRUNED
30,30,8.75702059284594,2026-05-13 10:03:33.598937,2026-05-13 10:04:20.651687,0 days 00:00:47.052750,-35.92720148569212,54.40298660131298,21.08810435718547,22.91067361235013,13.234391835443283,57.93229496770945,-54.18733928673442,63.0749322481741,34.19122055835104,44.20943663442148,24.906691891669453,49.46740834184196,,2.0,,,,,,COMPLETE
31,31,8.766217215875336,2026-05-13 10:04:22.712083,2026-05-13 10:04:45.342191,0 days 00:00:22.630108,-35.91923726477409,76.62183449203985,33.07733649801894,62.31404513507851,15.18448864610415,70.70258267672845,-47.61120403118222,51.22044424926013,47.12301721676288,74.59808299214095,4.514883202257229,37.03824737979259,,2.0,,,,,,COMPLETE
32,32,140.0,2026-05-13 10:04:47.314879,2026-05-13 10:04:47.687740,0 days 00:00:00.372861,-45.130893432245976,63.38528749482962,22.09160098297915,31.552334817518194,5.331406629508255,51.61367190674096,-62.61908675187715,54.84639514819423,76.78820701514951,47.17974810020483,51.880487723175406,40.36377266750955,Unfeasible shape,2.0,,,,,,PRUNED
33,33,8.762377438162346,2026-05-13 10:04:47.862136,2026-05-13 10:05:08.292799,0 days 00:00:20.430663,-33.16915775677551,68.3498404916817,57.452069872711235,43.243744309555325,3.074903597979649,59.89302762018321,-43.5612619204919,60.7071889353382,54.10681678438118,49.34876180787553,46.11927908792991,53.72135043675779,,2.0,,,,,,COMPLETE
34,34,8.763138909984349,2026-05-13 10:05:10.282579,2026-05-13 10:05:30.564880,0 days 00:00:20.282301,-27.779352926533264,70.68254175253773,48.20597533719894,27.774514167833715,28.66619037252395,47.059209807115636,-54.145823237505155,62.16667772800263,47.63575924059585,47.588864165450694,10.075049985869777,69.00261197297111,,2.0,,,,,,COMPLETE
35,35,8.763699366170776,2026-05-13 10:05:32.432342,2026-05-13 10:05:53.957126,0 days 00:00:21.524784,-51.34386342392092,74.50289495560288,42.718976010705504,46.00860352771932,21.87433280021024,53.662695568486726,-56.883883002426344,80.29024426865186,53.342565332344336,36.34148742155011,27.096170950779587,22.40629039424641,,2.0,,,,,,COMPLETE
36,36,8.759960400205564,2026-05-13 10:05:55.651437,2026-05-13 10:06:20.801357,0 days 00:00:25.149920,-34.7362194167552,62.16264738142947,33.26843795885499,38.44802254849076,16.84997527217177,57.45519924419782,-66.61398338599642,60.81392732035515,57.016779419343614,80.47298888687875,18.5009019891658,65.68947077053795,,2.0,,,,,,COMPLETE
37,37,8.75908474550289,2026-05-13 10:06:22.792874,2026-05-13 10:06:45.850277,0 days 00:00:23.057403,-37.51323615120243,49.65721540393567,20.130703671941795,26.100708372016825,24.430996377968032,61.18946774741653,-44.60704248973654,51.48183245884873,78.74385181938315,56.36189368688384,26.535330322123656,54.32228636331883,,2.0,,,,,,COMPLETE
38,38,8.756410015707559,2026-05-13 10:06:47.942008,2026-05-13 10:07:07.654920,0 days 00:00:19.712912,-26.030044217455284,40.82961705192493,23.34899100300695,19.116935724252066,14.639264304090451,56.73594170107857,-44.94186387562394,35.050959644285754,70.86078264813008,48.97259125392603,14.620475468255425,52.789546264852255,,3.0,800495a6100000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b0c8c085f706f7073697a65944b0b8c035f6d75944b058c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308e9e8100774510b4094869452948c035f636394680b681143083e6c7d43b18cd03f94869452948c035f633194680b681143089fc67c4e93b7863f94869452948c045f636d7594680b68114308b90fbeb98d89913f94869452948c085f635f7369676d6194680b681143088289198da8f9d03f94869452948c085f645f7369676d6194680b68114308606246236a3ef43f94869452948c035f636d944b018c065f6368695f6e9447400b25064571943c8c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b0b8594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b00749462894358538e214ba67ddb3f2c5e47761ddbd03f4c60b4a91145c53f18b8b48552e2b83f8daa7d42f660a63f00000000000000009bd0b4761a8dc0bf5806fa0273e3cebff539783e76c4d5bfddd50bc2786cdbbf0820f98e2d45e0bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0c8594681189436091ee03bc5335f13f505aac0213699a3f5c4e6b3fa5f3fcbfa7c846ff91b4fbbf70da78f5eea1f2bf52c221d61fc0f43fca079892244ac0bff11f87c3a91be23ff8b3ecdf32f299bf9c419aae3b6ce0bf74fac3acf9e2d5bfa2f5d8fdfc7bf43f947494628c035f706394682f68314b008594683387945294284b014b0c85946811894360cc5dfaffd8c9f13f18e59ee3879b8c3fa77660bec16efcbfee5c660928a9fbbfcf45fb639560f3bf79fad6be843ff53f7c5130c88f7ebebf89422dccf77fe13fc8ad7d0f32d0a4bfe4a14f1644addfbf1434db9a87f7d6bf4854e2136edcf33f947494628c055f6d65616e94682f68314b008594683387945294284b014b0c8594683989436029c967acd76ae63f861f54e86f90e03f994e3b01a637c63f3000aebd3b84c93fd6407358382dce3f4fc908995b61e93f4d125afa97fadb3f9fbbd861f5d3e23f68436dad5877df3f603f61feb7cbdd3fb6f34be58e17d83fe06038596d2fe63f947494628c065f7369676d6194680b68114308a646af4714c9c53f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b0c4b02869468398943c00,000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b788c025f67944b038c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b0c4b0186946839894360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b904b018694683989428004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b2b8c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b56859468398942b00200005069dab2a601000030e2d8b2a601000044c6640fe08621406465aab24fb32140040da5326b8421402023fdb7da922140fc57013498832140a82e644dfb8f2140a0abecb2a6010000c0a9ecb2a601000030dbecb2a601000010b9ecb2a601000030e1ecb2a6010000d0adecb2a60100002075dab2a6010000b0b4ecb2a601000040ceeeb2a6010000f0a6ecb2a6010000d0ddecb2a6010000d0a8e,cb2a6010000b0e9d8b2a601000090acecb2a6010000d07adab2a601000030ccecb2a60100009075dab2a601000080a3ecb2a6010000b0d6ecb2a6010000b0e1d8b2a601000000cceeb2a6010000d0a3ecb2a601000090a2ecb2a601000000a1ecb2a601000060aaecb2a601000030b2ecb2a6010000f0dbecb2a601000060a5ecb2a6010000f0ccecb2a601000010daecb2a6010000e076dab2a6010000308099b4a6010000b0e4d8b2a6010000607adab2a6010000308099b4a601000030d2ecb2a601000030e4d8b2a601000040acecb2a601000070a6eeb2a6010000f0a6eeb2a6010000b0beecb2a601000070ddecb2a6010000f0cfecb2a6010000d0e0ecb2a6010000308099b4a601000010d1ecb2a6010000308099b4a6010000a0baecb2a601000030e5d8b2a6010000308099b4a6010000e068dab2a6010000308099b4a6010000207cdab2a6010000907cdab2a601000030dfd8b2a6010000b0ead8b2a6010000308099b4a601000030e7d8b2a6010000b0e6d8b2a601000030a8ecb2a6010000308099b4a6010000f079dab2a6010000308099b4a601000010aaecb2a601000030e1d8b2a6010000f0b0ecb2a601000050d9ecb2a601000070a7eeb2a6010000308099b4a601000070ceecb2a6010000308099b4a6010000f0d2ecb2a6010000706fdab2a6010000b0a7eeb2a6010000308099b4a601000070b8ecb2a6010000308099b4a6010000f0deecb2a6010000947494628c055f635f316494682f68314b008594683387945294284b014b4e859468118942700200006b9a9ce22b22f03fdc9e0878fc465abfe0825bb28275b6bfa918eaee067ab4bf5cb6452ebb23aebfe264010853f3a43fba13f68e8fc684bf12a6ed280aff943f55a9d80214da71bf80e97faf6fc1a1bf36d4e0ac459da0bf802266167fd2a33f91bc1511154fef3f8c0b0c86bc6a903f489c369362c095bfbef32fc94efc91bfc9c2a845e8f582bf8fd1c606692899bf98769ceba6396b3f60ac47272df49f3f8cd71303aa2d993f655d9be72fc1843f0607549aa09d853f77893af13e08f03fca4ca1309aa6b03fded6e5b73452bd3ff2063577903fb4bf48500523ae417c3f80deeb88ec096fbf1bf787c8d2ee983ff08d968d14bf81bf6261780b4f1ba43f4c41ecbcdeb79cbf1bc09e9388caf03f70fbfa1c454fb13fc1d9ddaab245b2bf4bad481ee1858f3fc8a74b907d5b953f922d7cc943cf69bf90542d7242bf31bfcc07bcf265aba63f12ec18cd76429bbf4d54c88af6a5f03f09e96737c73ab1bf8e64cd8f277c9d3f7f727bafa8ada9bffdee8c8b913d9b3f680883562ff197bf5640b0d3f421993f646b51738d159cbfee9a535087b1f03f42ac9d1a6a1ba6bf00d4a6d964b15ebf194ebc7336af863f6fcb4066bebba03fb0b09331441cb1bf,650dda0730eda33f75da5434766fee3fc04e939ba895643fef02a0e705fd803f1eeda7513d98a3bfc41176924d98a63fca745ca665d8a43f491f6f1e18b4ec3fd259148e0843893f3c85ac706b1da7bf082a47de467a79bf98d3cfc2849a97bf761c76ac1c92ef3fe448df6908f3973fce06315995429cbfb80cb0a7a052843f98eeb24efd14f03fa94239b95e4ba2bf2ae1efb2497874bf9f5a69cbb5abef3f7f352fd113358e3f676ff15a348dee3f9474946275622e,COMPLETE
39,39,8.764376811398357,2026-05-13 10:07:09.675877,2026-05-13 10:07:53.715869,0 days 00:00:44.039992,-36.16072485266284,78.36186536405926,21.680912283168343,22.558652429086163,43.136821112826965,32.374189511432014,-52.443157690810466,61.1896246135646,44.9595274568752,37.681293272378014,42.388043274591574,56.050754594597436,,3.0,,,,,,COMPLETE
40,40,8.75440114629972,2026-05-13 10:07:58.611371,2026-05-13 10:08:52.388284,0 days 00:00:53.776913,-41.77023586140918,52.48317874502789,16.02101468002123,15.5710123937616,5.165513295877872,49.4312124527968,-46.56695676137039,53.739592980491004,58.94117653471036,68.70367648338225,23.096121797225944,32.55666168813909,,3.0,,,,,,COMPLETE
41,41,8.759709323673924,2026-05-13 10:08:57.448378,2026-05-13 10:10:19.890876,0 days 00:01:22.442498,-32.231634940740186,76.04184666292053,22.74422650667364,30.104055092070723,40.2754932717075,58.10672331271784,-65.06931602605344,63.878077628678646,52.23898483847648,81.7652895648607,42.993550530972904,55.428355172422876,,3.0,,,,,,COMPLETE
42,42,8.76249150227477,2026-05-13 10:10:24.318499,2026-05-13 10:11:51.066233,0 days 00:01:26.747734,-36.28366697080271,74.69973713687756,32.027627261276415,28.549539732436706,46.57834598210179,54.33566869799576,-38.97184571195849,34.34362702802362,42.77483877693016,71.4133754876874,12.498110022079985,52.51598684539645,,3.0,,,,,,COMPLETE
43,43,8.766479152880827,2026-05-13 10:11:54.915802,2026-05-13 10:12:53.639318,0 days 00:00:58.723516,-37.268205437716546,77.25377880672285,40.18781968724018,50.19275057963485,31.039459497899582,58.22350422131458,-54.15635589775747,69.01985421163567,57.27262153400238,64.41560935654064,35.06523919411085,37.47320041179514,,3.0,,,,,,COMPLETE
44,44,8.757886869127496,2026-05-13 10:12:57.634307,2026-05-13 10:14:11.819877,0 days 00:01:14.185570,-34.24367881002802,63.180352998511694,35.09269751702361,36.58861929659714,26.02229224093389,73.68256528164318,-54.70137350924536,74.3729310077873,49.95770970326309,58.263864759222415,21.613525729758763,51.35848118733779,,3.0,,,,,,COMPLETE
45,45,8.76360487979698,2026-05-13 10:14:16.071966,2026-05-13 10:15:13.440184,0 days 00:00:57.368218,-43.60911754613965,51.33325322898199,17.543238082650824,60.47002356019732,25.192502455077356,70.5612180947902,-41.91984135651715,71.50689980523487,70.52275311135395,38.541376128676475,35.11615853600879,71.78051564613719,,3.0,,,,,,COMPLETE
46,46,8.757793445094151,2026-05-13 10:15:18.489354,2026-05-13 10:16:33.803254,0 days 00:01:15.313900,-42.23686527939289,57.987558969197735,44.015371013481285,28.6118153651332,10.183425552227247,59.42464479444838,-64.32871837153792,50.239650668007776,37.72930645389005,43.14959702922637,25.66624413574436,55.80283383310661,,3.0,,,,,,COMPLETE
47,47,8.755555757949644,2026-05-13 10:16:35.824439,2026-05-13 10:16:57.235887,0 days 00:00:21.411448,-50.21176828631167,46.85303739813872,14.38274096585101,19.3417125729402,3.6400653396178297,66.49293069069707,-55.38463627921925,68.05164097808458,64.54822424457332,33.045973330189554,46.533875265209915,40.982008438166986,,3.0,,,,,,COMPLETE
48,48,140.0,2026-05-13 10:16:59.476401,2026-05-13 10:16:59.860138,0 days 00:00:00.383737,-51.294974709839195,14.218806899585529,29.50559524826836,54.19679619462312,6.611139421542242,55.08173247404051,-47.37684578230726,51.49070016987584,29.224108579939006,22.671074672232205,26.27827352156584,50.82544797731575,Unfeasible shape,3.0,,,,,,PRUNED
49,49,8.758013807829713,2026-05-13 10:17:00.020987,2026-05-13 10:17:26.161072,0 days 00:00:26.140085,-37.67796718944987,55.88473239095307,32.853357149650506,26.107449520070915,26.10393017168348,47.831193592372635,-58.80470165890965,86.97977093430204,65.1425455031285,72.38042368661394,31.692299997508474,39.840478270657755,,3.0,,,,,,COMPLETE
