,number,value,datetime_start,datetime_complete,duration,params_lLegPt.lL0,params_lLegPt.lL1,params_lLegPt.lL2,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegPt.lL0,params_sLegPt.lL1,params_sLegPt.lL2,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,user_attrs_prune,system_attrs_auto:sampler,state
10,10,5.562221314216323,2026-04-13 10:01:28.567065,2026-04-13 10:01:33.726690,0 days 00:00:05.159625,82.38378309888918,72.08979841165876,49.93628332220376,-61.8266680463049,99.8100870287761,19.418750920980877,16.155618902327063,44.669315392664366,25.281294492751066,14.99591813649646,63.450931012235976,53.40612678250503,-37.411079775881646,49.52929611200238,23.13048441697534,23.078060430511478,35.59007449380823,23.254449966300868,Unattained target,RandomSampler,PRUNED
11,11,13.190208590220209,2026-04-13 10:01:33.849779,2026-04-13 10:01:38.752250,0 days 00:00:04.902471,10.55714757250261,71.69716531801834,84.03363517761775,-68.17186722336521,69.73331396303834,61.00620141079491,26.72620625076817,32.317537536192845,10.10071044838702,82.26357206003699,72.10907362619199,20.590303895439416,-31.034209841280372,98.20865054635208,75.01692375747737,22.025680565878282,43.61777645437007,26.117265592317036,Unattained target,RandomSampler,PRUNED
12,12,5.080312218746215,2026-04-13 10:01:38.872306,2026-04-13 10:01:43.858623,0 days 00:00:04.986317,76.08034391669564,10.129545947522715,44.88422625505148,-51.07171020817034,82.0813408174716,51.68690001212636,21.5503860073255,48.89182688285367,24.35967596223481,54.20828584524588,90.23595511872294,18.890656483326246,-46.70801359950224,27.093761823160595,61.28841991532125,26.19597940411741,49.67196680787788,15.04581863262512,Unattained target,RandomSampler,PRUNED
13,13,5.715489616576022,2026-04-13 10:01:43.978160,2026-04-13 10:01:50.620636,0 days 00:00:06.642476,73.22414197897558,23.47107718967711,28.98533752189045,-66.03871405225203,21.97219675590508,17.45072766200476,73.44244203498096,49.348702276733675,15.615699349243247,31.170148661370273,58.40224152478861,54.981244370815006,-54.013194766262885,75.56486063095775,24.003872563405558,25.61478306460796,38.137362264913385,18.811057463398427,Unattained target,RandomSampler,PRUNED
14,14,9.942059761126217,2026-04-13 10:01:50.753679,2026-04-13 10:01:56.120729,0 days 00:00:05.367050,10.833335527330851,80.96450715575735,84.62409900406745,-40.19515820226065,31.322957722296156,46.5118880436249,69.94807839771164,30.035832643839814,26.588206984449354,32.605445853241235,68.20041130699937,84.21752228344955,-78.72705288062657,38.823015328014115,15.413704402779665,65.39381397545795,39.6916757216203,16.86582336963017,Unattained target,RandomSampler,PRUNED
15,15,6.053156190393871,2026-04-13 10:01:56.251275,2026-04-13 10:02:01.320136,0 days 00:00:05.068861,48.115897496837135,73.41016806692897,96.3781911918066,-40.43850981275965,70.26324305421329,46.04916359308961,30.33913369735217,45.45981766548192,15.978064357048103,80.1389021373104,55.100052780173925,94.13899348847656,-77.61490055449377,47.46951321217053,91.11212079949627,70.02556127336447,36.55178003431303,25.968129346199127,Unattained target,RandomSampler,PRUNED
16,16,5.512531692691525,2026-04-13 10:02:01.442168,2026-04-13 10:02:09.565761,0 days 00:00:08.123593,53.400193908776295,37.897307940848656,46.089106622363246,-23.04366246326071,25.327815075634405,12.60089481028973,45.279433570893104,36.22602680821933,20.55774592200069,63.376355785936276,42.645415091306106,13.277847408050956,-71.6897456084846,31.92896463811139,38.41975861168273,36.11267171817935,41.45867784231687,14.367861255465055,Unattained target,RandomSampler,PRUNED
17,17,4.696626793399204,2026-04-13 10:02:09.686358,2026-04-13 10:02:20.778052,0 days 00:00:11.091694,82.6839463576117,16.179944823218527,99.73018340606531,-78.04324635495776,39.119141048341355,67.10222422075279,54.98201009814252,36.91992560742542,14.04026776426499,52.664645214807386,20.956389035389194,18.909257046903633,-76.8178163646915,56.82467193404792,24.306113368163714,75.13766550177965,49.560970355837696,28.392631548611103,,RandomSampler,COMPLETE
18,18,7.530224262874341,2026-04-13 10:02:20.909795,2026-04-13 10:02:26.069934,0 days 00:00:05.160139,26.066023001707574,59.0295083273477,26.109336737291827,-76.42278529858922,86.80442372774384,62.472544106952576,72.43838382070288,34.93837894810661,12.439169572568812,59.80922099697878,35.303312801535654,36.360967165211605,-74.24262296864083,21.52301160909966,74.33445018420036,79.25804399651561,37.392923286747674,11.673439899864949,Unattained target,GPSampler,PRUNED
19,19,7.417214078950792,2026-04-13 10:02:26.194268,2026-04-13 10:02:32.218938,0 days 00:00:06.024670,58.56629612273412,46.68682877711915,64.1516112801894,-35.83147259461858,24.500124464262107,97.92418760150811,66.85081406211194,44.99983517861065,21.84125391761369,56.31711407136856,83.46370297190374,71.8352828949642,-56.18880693288612,15.521578160539772,20.779374804826794,99.61804043192514,33.13133884226974,20.00100121116748,Unattained target,GPSampler,PRUNED
20,20,5.8810271443188,2026-04-13 10:02:32.372713,2026-04-13 10:02:41.392471,0 days 00:00:09.019758,73.39945815598855,32.21298590337382,27.953803580442315,-72.30326935914276,42.791210627105016,21.698950134445916,57.97758449236037,44.1733247660692,27.873188622778635,21.590987707391093,30.26002169621443,49.77963114680904,-34.995297450064996,95.6630803412389,17.08075992304338,45.06665398722955,42.24511645514596,19.48942227390961,Unattained target,GPSampler,PRUNED
21,21,6.063397603957494,2026-04-13 10:02:41.538866,2026-04-13 10:02:47.167709,0 days 00:00:05.628843,58.21009222202578,15.269713883589509,66.79990264826412,-25.93589482506446,90.56498047506419,41.610646690802476,70.71956411153812,46.693946942973525,11.654875730631817,27.15026874589718,27.11326960298078,42.63063903956697,-41.03576558524928,30.21014357225636,78.02612053327051,30.793738445429142,40.452737280477656,21.904576332936358,Unattained target,GPSampler,PRUNED
22,22,11.440569547222935,2026-04-13 10:02:47.330840,2026-04-13 10:02:53.026424,0 days 00:00:05.695584,94.62400075487287,47.96104233607347,33.40511122300335,-55.00480769998644,73.375809743308,79.09620904797272,58.83088464539703,38.36538791964999,18.735773958246174,17.82467734676874,95.9214149363246,96.158566549339,-40.008394674443124,31.41753707859257,11.854707462970481,70.44800039712446,31.13310766228079,11.555217594033024,Unattained target,GPSampler,PRUNED
23,23,5.253465435556702,2026-04-13 10:02:53.156954,2026-04-13 10:02:58.705004,0 days 00:00:05.548050,43.37108471805536,14.74506251569675,30.17503868312379,-76.53825505747102,11.868844792757596,79.48199941916647,87.51517875753278,46.87853698150121,13.396030879558484,23.830526847932326,17.01381742688917,57.041289050638674,-76.78907433491126,96.22024817964311,75.5492248962229,48.80395451088008,43.191412657639454,12.819547371776796,Unattained target,GPSampler,PRUNED
24,24,5.645839473007051,2026-04-13 10:02:58.873799,2026-04-13 10:03:45.287341,0 days 00:00:46.413542,94.14589777151342,30.89192931279165,41.753178914925684,-54.05399214619665,47.596762660515886,23.12112686676162,39.596844835584335,39.41007143058256,22.58075397047466,80.5898515765318,57.96755502666361,37.50587159387884,-62.617405541808466,69.3292011807026,92.3083796681231,87.63643189352436,33.65373249174404,13.387075799918149,Unattained target,GPSampler,PRUNED
25,25,9.021863935682273,2026-04-13 10:03:45.596488,2026-04-13 10:04:01.108174,0 days 00:00:15.511686,74.73131909970638,66.18214505719021,97.54019970297169,-78.59295910757172,44.79579319151558,84.77305751187309,46.682884525779826,48.056477682331206,12.627569521060032,35.43171596766423,86.42081226664259,87.54727819005592,-61.106491622999016,38.02408272001342,72.8745650371809,41.99928693004597,48.5304972567907,20.349300077548513,Unattained target,GPSampler,PRUNED
26,26,11.00803517126937,2026-04-13 10:04:01.415502,2026-04-13 10:04:16.420712,0 days 00:00:15.005210,64.76309355256788,10.856552094342955,91.4919973094032,-74.04465251249782,67.15930342180025,67.39464098392375,95.03631536791418,34.55344927425665,23.162896552546382,67.19295336226693,73.17073657429438,63.09023049155977,-42.08237553048637,66.45421547215913,58.624168096626995,60.58817470778742,32.31483044698807,21.648630765305874,Unattained target,GPSampler,PRUNED
27,27,8.139713079144911,2026-04-13 10:04:16.790895,2026-04-13 10:04:34.280342,0 days 00:00:17.489447,31.45803083713079,98.1676991463051,45.679366952900345,-51.72103248087019,89.98586020744516,22.26480339876787,19.47691012405256,39.97245143297408,25.523223600864103,73.4988583989314,96.72148376414673,85.03402600640274,-36.642097872411966,33.925186270512626,20.74147194991928,67.84106194227664,36.365239354783284,26.036807718703333,Unattained target,GPSampler,PRUNED
