,number,value,datetime_start,datetime_complete,duration,params_highPt.lL1,params_highPt.lL2,params_highPt.lL3,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_lowPt.lL1,params_lowPt.lL2,params_lowPt.lL3,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_auto:sampler,state
23,23,,2026-05-18 17:39:35.411733,2026-05-18 17:39:35.664285,0 days 00:00:00.252552,86.60858658733443,65.79964780921257,7.545016447069038,-72.93255899583038,58.40855516574625,59.44143906385747,14.350513752313416,24.90600721602982,23.810492050864866,57.4303598463861,65.1716225100754,10.928055589485007,-13.83163746778878,71.66705800105571,73.96708907476606,66.94992527372943,20.83312336620925,12.290186177936238,Unfeasible shape,GPSampler,PRUNED
24,24,0.00877966377463215,2026-05-18 17:39:35.797463,2026-05-18 17:40:45.441851,0 days 00:01:09.644388,37.91344992517457,99.15094733653054,34.674455006958624,-77.38306501021091,62.47686630776549,63.1525600688464,60.52575737603123,2.2189968523639934,95.34992894658933,99.35358161152749,61.136180376283065,52.47992995707542,-76.41149826191194,33.950338919261775,69.57906299497478,37.50581757209858,8.57142390286971,65.51272673169079,,GPSampler,COMPLETE
25,25,,2026-05-18 17:40:47.173658,2026-05-18 17:40:47.441935,0 days 00:00:00.268277,51.19126503150669,97.25245597882133,13.025555127835808,-75.36158458344875,32.420201742705274,72.61763380254536,42.07153202543736,-56.26138431133188,69.06555975922048,87.97704816950865,22.961104656697678,14.588265833000888,-61.25638075851988,54.70689521675955,66.55730568539266,5.7053091707644175,-6.92323077658024,60.543155275958526,Unfeasible shape,GPSampler,PRUNED
26,26,,2026-05-18 17:40:47.580183,2026-05-18 17:40:47.831551,0 days 00:00:00.251368,93.22739807366358,52.927175129951245,4.005762239763196,-11.471014052432395,15.20172775274911,85.31240395861724,85.95501916971268,-13.979358111015578,82.08181839630187,95.42725259637298,7.7894214720136015,60.46634764111036,-20.820223101781252,60.94981540139835,53.55706446025386,10.879419996766597,-16.843758565662284,52.424639339202805,Unfeasible shape,GPSampler,PRUNED
27,27,,2026-05-18 17:40:47.971597,2026-05-18 17:40:48.201534,0 days 00:00:00.229937,7.093525454466411,2.593169590400649,4.907326322184437,-18.830736370691376,58.12101637705437,33.38257723093242,8.794479456644737,-51.659705876936265,0.8002954375852447,28.29835965275798,47.05175162796118,19.4942796856772,-44.98765653157584,28.489347537616226,92.43745895027064,92.2707390509968,6.673034434999707,17.701401451246028,Unfeasible shape,GPSampler,PRUNED
28,28,,2026-05-18 17:40:48.352439,2026-05-18 17:40:48.581769,0 days 00:00:00.229330,91.98935465658792,21.127724652568688,39.26832990094297,-22.41921504749383,2.506863855895879,2.9831588401208706,81.84903881600476,-42.532241560222566,55.81142221659357,49.370190105649314,72.38553252751632,26.01819402425966,-26.23156299114141,4.884474982641386,10.425692231731784,60.267591918898546,16.109677938938304,45.76801268262749,Unfeasible shape,GPSampler,PRUNED
29,29,,2026-05-18 17:40:48.743701,2026-05-18 17:40:48.996640,0 days 00:00:00.252939,39.49798755562359,14.328173849670693,51.75335349873267,-67.09281022099539,32.76017735281262,5.637102167169732,71.34787197395632,-12.616067281685993,64.0177600954347,34.050827567807055,59.58166742803708,13.530280213122158,-24.81999001820202,59.34378122284204,60.55257794201005,40.430840889087904,-59.615351237490785,-9.170610010233178,Unfeasible shape,GPSampler,PRUNED
30,30,0.00877966379415149,2026-05-18 17:40:49.152583,2026-05-18 17:41:50.923007,0 days 00:01:01.770424,65.63144371451895,29.803708880951724,2.69258793347023,-28.008760916029857,74.2976538666735,70.66168664077315,23.914999391722386,-40.44018333315904,33.33215432064027,44.86311978507986,49.48400968229458,64.26139428494601,-22.181312789029988,80.5745807839883,11.35270609208865,49.636826774360344,12.214786060529718,-6.14295026147857,,GPSampler,COMPLETE
31,31,,2026-05-18 17:41:52.592619,2026-05-18 17:41:52.822673,0 days 00:00:00.230054,78.96121140765032,90.02325959093496,77.81130357955549,-69.57003528412272,35.55520022746592,70.02351173808754,90.36500932745122,-29.08014594048757,106.40426454311287,57.83846696022463,48.38001141355883,37.24331396824476,-50.78464200722861,71.19326717697051,93.99999225237747,39.975355070302506,-1.3190891759228478,93.51708229538428,Unfeasible shape,GPSampler,PRUNED
32,32,,2026-05-18 17:41:52.966435,2026-05-18 17:41:53.197984,0 days 00:00:00.231549,94.10063081745383,56.83776004812379,31.84600501921792,-36.36348602453403,88.2713196982199,6.016081100429654,76.84072965129735,-41.494769058143845,72.5213833341346,36.24834349126954,77.36456866220705,88.25764606131234,-27.500445241629322,63.647449906846475,87.52973100190161,66.95361736716683,-23.193341257380062,11.099445306745292,Unfeasible shape,GPSampler,PRUNED
