,number,value,datetime_start,datetime_complete,duration,params_lLegPt.lL0,params_lLegPt.lL1,params_lLegPt.lL2,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegPt.lL0,params_sLegPt.lL1,params_sLegPt.lL2,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,user_attrs_prune,system_attrs_auto:sampler,state
27,27,5.2840731710143345,2026-04-20 11:12:40.316511,2026-04-20 11:12:44.859327,0 days 00:00:04.542816,39.60366600644015,85.17453486385229,45.05427480904376,-27.86626756850208,11.200653396427361,41.44919726748846,98.80397690444823,30.650324231653187,19.971871406763835,17.744241025121134,59.66737162792559,63.02869560207121,-30.079914019123244,39.45982493655702,73.31262638261506,99.78777346824683,43.0268298793804,14.824151873051932,Unattained target,RandomSampler,PRUNED
28,28,10.445666219705288,2026-04-20 11:12:44.986732,2026-04-20 11:12:49.271413,0 days 00:00:04.284681,18.1071296443463,76.1756939363671,28.65157017559844,-73.38296497175897,26.67187507376629,84.58960718918235,73.2414072924314,36.19426121018278,22.48332196414119,24.540569841242053,53.7791987563843,30.06158583420001,-25.384698200139916,40.08888264639669,22.611619572318922,47.82668749121737,42.73874036204552,20.414830075432043,Unattained target,RandomSampler,PRUNED
29,29,7.199317945108483,2026-04-20 11:12:49.389652,2026-04-20 11:12:53.818988,0 days 00:00:04.429336,67.67747701388262,65.29913894256595,30.647340902792028,-60.65724371253802,36.55521977240856,40.20978601511881,27.82229250252535,40.67574500280292,20.844010707976526,74.22402656245119,67.98840917421893,30.962844782928368,-37.30637711869993,12.160153916060958,34.26635157995318,52.491674520298226,47.69133568497837,28.65964781714023,Unattained target,RandomSampler,PRUNED
30,30,5.59304656128792,2026-04-20 11:12:53.972188,2026-04-20 11:12:58.279392,0 days 00:00:04.307204,55.875251410336226,37.52624247475633,32.890781348198004,-43.45854493761847,75.14656461235008,47.35341707137155,65.19170047715177,32.74332198267428,15.894980418176628,76.72923331950092,38.19270753670641,85.89868954450338,-73.53369268289177,22.069177322787574,19.92487508214726,22.731741898777592,31.621842407224424,19.95625153792001,Unattained target,RandomSampler,PRUNED
31,31,8.610275242823555,2026-04-20 11:12:58.396482,2026-04-20 11:13:02.573916,0 days 00:00:04.177434,68.9324711184926,26.348176302998585,28.098783050112072,-56.11958388787596,88.48621710140532,83.11097904684986,59.33622246254956,42.307808793974075,25.6697261063447,30.389797086100103,80.08919506863089,31.798216669876037,-46.806997257993636,40.212412879686134,59.491396368863406,49.70876337242663,40.16642815600709,16.13694912735523,Unattained target,RandomSampler,PRUNED
32,32,11.32988320029476,2026-04-20 11:13:02.685209,2026-04-20 11:13:07.095908,0 days 00:00:04.410699,77.43394983159803,35.65446637804513,90.79774468091514,-51.836138122357355,76.48368224471027,60.59901288645057,65.12146124400925,41.1155919529574,24.389647111026836,69.80652524201663,71.05785409053132,52.36528772581927,-24.800402779282365,63.90121938075669,20.845654007996483,13.66364676195359,41.744346067593405,29.276184059147678,Unattained target,RandomSampler,PRUNED
33,33,5.817780939890298,2026-04-20 11:13:07.250050,2026-04-20 11:13:11.787870,0 days 00:00:04.537820,82.25878515191496,63.28167986586317,18.688413535821248,-53.731421978863125,65.18639847619556,52.08015343891417,77.83491499904116,41.34604933235366,19.987257005694318,83.75570485571694,92.52816139474936,58.39181254005377,-30.7532351524612,85.53554291826774,63.56428302802295,53.29036708354215,43.236583544125594,26.558400656298044,Unattained target,RandomSampler,PRUNED
34,34,9.46281114360172,2026-04-20 11:13:11.925998,2026-04-20 11:13:16.119270,0 days 00:00:04.193272,83.3260130264984,22.005670736944296,46.931268641895656,-71.73808716138457,83.79038082616668,94.26407350368785,83.94739656655857,46.70833434427273,20.83564785955158,72.82093982854467,97.73253513427889,78.8435897947618,-69.01054004697482,26.44954914967482,26.117594877165835,95.59717876242318,40.08393753046907,12.654655752807018,Unattained target,RandomSampler,PRUNED
35,35,7.172564350580103,2026-04-20 11:13:16.261816,2026-04-20 11:13:20.922603,0 days 00:00:04.660787,47.278546304289705,67.29140333699092,84.13075576950092,-59.17766161730666,10.306733955275542,54.08100991291052,24.72568494824093,36.5053024322556,16.33410308178346,49.210946753161984,39.932207459136734,91.5168012982929,-70.80820800348462,56.43932004917267,26.74841473587375,10.909712612983592,44.241471408690416,13.025348398721244,Unattained target,RandomSampler,PRUNED
36,36,6.007977592802206,2026-04-20 11:13:21.029721,2026-04-20 11:13:25.372770,0 days 00:00:04.343049,43.473026506244224,32.576760562602814,63.87595447623141,-78.69238954504641,99.92314672320484,88.11267948569923,12.458966402829297,38.370906666652274,23.066044493876205,74.13260785805278,38.064376022314754,28.129497242316404,-36.905742896497756,78.49216011550723,93.71704931858794,37.5794015150853,34.556891405216035,10.30948707190786,Unattained target,RandomSampler,PRUNED
37,37,8.261316290247308,2026-04-20 11:13:25.487701,2026-04-20 11:13:30.262263,0 days 00:00:04.774562,33.62390023524125,81.72789147883923,40.39760739070743,-75.64087803630571,23.188197582364594,41.800388069805926,14.730724551532214,32.92174475264096,11.259658668810797,36.51427038627267,14.691589926623937,31.11986123484953,-66.83891191246745,46.706715497505286,63.155391356760035,81.02110196137912,33.864711225984806,13.202829129400651,Unattained target,RandomSampler,PRUNED
38,38,8.21797140849894,2026-04-20 11:13:30.379029,2026-04-20 11:13:34.832246,0 days 00:00:04.453217,98.20292111484014,80.67165956919106,47.2861786793113,-59.48331870028943,76.49041460588859,84.19253217708871,56.739760755657834,45.64272364634033,26.093775330779966,21.39810801674203,79.47940875725484,77.69046215652365,-71.2146831579366,35.949355227882734,70.17102097724919,45.83159354189349,33.46595694829676,12.913704037404418,Unattained target,RandomSampler,PRUNED
39,39,5.827489772387558,2026-04-20 11:13:34.942414,2026-04-20 11:13:39.495862,0 days 00:00:04.553448,28.152323940726557,64.8432474573782,24.078889952675045,-23.079083802127897,89.52097141314083,27.291119316043215,85.92118659826619,47.40316015137154,24.876595325233875,18.172742329939616,48.254720871035836,24.604469576068162,-64.45248292949118,99.53531611334859,74.26875297216472,85.78900372260489,37.73461576631369,22.886379173592324,Unattained target,RandomSampler,PRUNED
40,40,5.8813555646456095,2026-04-20 11:13:39.613966,2026-04-20 11:13:44.031170,0 days 00:00:04.417204,98.41102765759564,92.97756048956869,60.09291862005494,-31.541035520294344,95.2158417188267,79.80004540863875,61.473978424157714,44.40643246931719,21.79072848187861,67.47578959938866,92.3595228269796,70.28811049906489,-21.559963340502208,49.46840851830913,67.72474621408018,34.556778773351546,34.30307716039548,17.153736419092702,Unattained target,RandomSampler,PRUNED
41,41,7.946455984300975,2026-04-20 11:13:44.164774,2026-04-20 11:13:48.816618,0 days 00:00:04.651844,42.36493851863668,53.05455802958958,58.949048642455885,-54.64058459659222,55.28323062675581,80.86245485042221,89.39558433724297,40.62411225017019,14.156739620672798,52.24917542156222,18.04684822050229,88.7720334554681,-48.37304970516575,26.57682993956675,93.11664878890424,61.85353974458138,30.37364263629985,29.305263942018115,Unattained target,RandomSampler,PRUNED
42,42,15.597495969567944,2026-04-20 11:13:48.947866,2026-04-20 11:13:53.527072,0 days 00:00:04.579206,54.227797235315784,17.733809025346847,78.86997310714099,-74.12362488035848,38.08263298893785,85.74164855108181,17.302453457496956,37.72333511460659,21.58051628927123,13.095270377640208,96.12861518267903,39.717386468017025,-63.197913170524515,99.67097624451458,64.52236798271754,49.58491197076048,49.757994668926735,17.927929801813832,Unattained target,RandomSampler,PRUNED
43,43,6.541022725664725,2026-04-20 11:13:53.644008,2026-04-20 11:13:58.736059,0 days 00:00:05.092051,70.14258889933963,13.367884303343287,79.60622134527507,-67.46477576409022,40.880461906522584,35.48968555494186,59.60000800127017,44.141092706748836,27.018656217632298,78.98784215383698,90.66216963317574,34.091780340601765,-74.79131131096743,20.547275248787603,88.62205715310786,86.40356552933976,33.217019640612484,27.753526471097423,Unattained target,RandomSampler,PRUNED
44,44,5.734886717339656,2026-04-20 11:13:58.872443,2026-04-20 11:14:03.275754,0 days 00:00:04.403311,42.55406839957513,32.43247699929692,66.60344496172323,-46.189979394216586,87.02701378188156,64.35086372787188,71.25579398281475,37.39173853598146,19.13764236925989,77.84245792319106,45.65779256672158,38.69248426425206,-47.60875990363904,52.48479529030629,53.772975114649846,98.48033073687769,32.90768513760379,13.93126966241677,Unattained target,RandomSampler,PRUNED
45,45,5.444077931281811,2026-04-20 11:14:03.399463,2026-04-20 11:14:09.952867,0 days 00:00:06.553404,78.66149461556832,52.811203751067566,25.61007259910908,-60.187166207951336,16.53853627701654,41.423364739171575,33.52972030825573,45.56750084356631,17.0003086734596,16.54185657869746,63.67563686968417,37.429886892813386,-28.406895343503514,60.165422060383335,73.99748795310258,44.081318455907066,48.982927645602004,14.549392879969753,Unattained target,RandomSampler,PRUNED
46,46,5.516838077774054,2026-04-20 11:14:10.087545,2026-04-20 11:14:14.592386,0 days 00:00:04.504841,61.20977890188799,80.8281387901758,91.40523589109418,-26.971616792736967,51.12521368898532,94.85643738592526,39.86632103278545,43.00858444952298,20.727730704267216,80.0991038286145,91.18334257519878,70.38010749724069,-47.72829214480587,14.457227622410702,76.22545818203224,52.477835803518225,37.72590298236646,22.218753936437135,Unattained target,RandomSampler,PRUNED
