,number,value,datetime_start,datetime_complete,duration,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_cma:generation,state
0,0,8.759739777345885,2026-05-11 22:58:49.827788,2026-05-11 22:59:03.544340,0 days 00:00:13.716552,-56.490136976490504,92.50512432303775,73.52834185540655,51.1154911916394,20.198033930111897,28.56683644079182,-41.770033908575265,84.50435119922197,70.58331611495673,47.39953222123401,36.59990652948312,15.646643210993325,,,COMPLETE
1,1,8.768076101709745,2026-05-11 22:59:05.087250,2026-05-11 22:59:22.914815,0 days 00:00:17.827565,-70.04927146752433,71.43554533344887,59.55888024164306,81.22782300541247,48.83319876713228,38.05119646382628,-50.64560820299992,53.68387199748149,60.71267329292718,61.689177181567565,30.08179848727702,47.62019669103901,,0.0,COMPLETE
2,2,140.0,2026-05-11 22:59:24.417568,2026-05-11 22:59:24.637677,0 days 00:00:00.220109,-51.69104937072926,57.364676419072346,57.50245894526626,73.27379386366722,23.260223981631878,41.306223085509835,-43.60447358965352,44.05492575446289,50.89329883107317,40.57696694048081,44.43319693594852,53.51418531407593,Unfeasible shape,0.0,PRUNED
