,number,value,datetime_start,datetime_complete,duration,params_highPt.lL1,params_highPt.lL2,params_highPt.lL3,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_low.legHeight,params_low.motorDistanceCenter,params_low.pulleyRadius,params_lowPt.lL1,params_lowPt.lL2,params_lowPt.lL3,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_cma:generation,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:optimizer:2,system_attrs_cma:optimizer:3,system_attrs_cma:optimizer:4,system_attrs_cma:optimizer:5,system_attrs_cma:optimizer:6,state
32,32,21.170021592016685,2026-06-16 13:31:57.828858,2026-06-16 13:32:23.673323,0 days 00:00:25.844465,41.66124871291358,43.21273605491414,42.624278638893344,-63.207073651113305,33.172080963932736,42.69286524279992,28.810607448595285,-20.336673665283254,69.67418468956429,107,60,48,40.81447851542893,41.05161454498856,29.459007913311627,-26.26850636347362,19.824818781384803,59.84470171019695,20.234661056511676,-45.234231659567385,49.00360166731109,,1.0,800495661b0000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b118c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308900659d67ed3c83f94869452948c035f633194680b6811430843080e998150783f94869452948c045f636d7594680b68114308f02346dde989673f94869452948c085f635f7369676d6194680b68114308fae9701ad975c53f94869452948c085f645f7369676d6194680b681143083f1d4e23bbaef23f94869452948c035f636d944b018c065f6368695f6e9447401040aaadf7c1448c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b06859468118943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b118594681189438823035caf6f42d23fe0d21852a95c9dbf2094c9887a8ad3bfa1081d28b0f1de3f431364fadb45debf16f1026ce576c7bf9d7fb26445f9d1bf02644c491442e33fdaa6701d730cefbfc8a21b4a15cee93f0212e2ad1138f2bf28a90110b27ca9bfe2dceafc50e2edbfe57e861f55efe23fd260e8c481fdddbfffc3bc1ce8c6a3bf6aefc0340682dcbf947494628c035f706394682f68314b008594683387945294284b014b118594681189438867be8c85737fd33f63f224d26e5a9fbf271ac1b8bdddd4bf16e15cca7685e03f3a533e16b929e0bf0fb683ef460ec9bf47b67af65231d3bf27917e806e90e43f1d34ee94c093f0bff91795aa198eeb3f9e8734866174f3bfe184f66a3137abbffb4bbff426e9efbfc19876b81238e43f6920a0e71703e0bfa007ce6d441ea5bfce4bf9cef770debf947494628c055f6d65616e94682f68314b008594683387945294284b014b118594681189438868c5b0f61f50e23f397359f1fa88df3f24b3105ea40cdb3fa4b7bdc776ebe33f8a3b21ab9a54d83f70d0a9a41607dd3f23eb2f514972db3fd101160e04e1e43fda9ea68d9544d03ff09bdced9f89e63fac76bfa20313cb3f3540f3d25f31df3f8778305da5dbd03f66d4ab620dcce43fef2e2a32ef66d83f5116c7a6aa5fdf3ff6a9642413c7d83f947494628c055f635f316494682f68314b008594683387945294284b014b9985946811894,2c80400001bde449a3608f03f63070d285e5a77bff87884bf8d5156bf463b99a747b2543f3609104ea37b64bf78895b20b34a313f68db40498b8151bf80a274fb85a0603f87b4f18eba5869bfa73795ec3f905d3fd04e196302d17ebfc8ea8552ed6566bf3097e110045775bf687a93d20ac2683f09e0573f33d765bf81b5d486facb483fa43471f190d0593f98dd692768baef3f5091b2eb642b6a3f159a7544595d7ebf95767163b4f9713f6ff8eda0d39549bfa4963b51ee736ebfa43dce1d463c67bfa50e1bc7972a58bf11b64870c0c467bfc1daacd2982a7dbfcd9af59d66f8703fff2fbca8843f72bf0672da6b3af4623fb84d4a6223727e3fd4c97212c0d377bf47fe9a34f5c07a3f197773d208e1ef3f3e246c014e624b3f56b7f9cda91d453f42623aa76168583f3e69619ae024243f8b9b2ff7de9252bf300b19995e3e723f46c3b91666e56ebf643b4bdc9c76803fc247c472668363bf3e114e451506733fe23bad7df5f36bbf6c2bb53818a4643f6781c70fa795633f06d0045c308b47bf104aafa705c3ef3f30a74418fd3545bf9a1bc9e5ea6626bfe890133b14c562bfbdd66c91757e73bf7a59539ed8ae82bf2c1e5ebc9c9748bf23323e19183693bfb4aa73e891783fbff879d74aa08686bff1149aa446fc813f3031dd66c52d7abf84e539b8c46c6fbf40189dfe34ca633f4c2a167c9a01f03f1a72d5cd3233463f517b12f764cd643f1f8ce52d40ec5ebfb487e5ecb788783f1c98a9d6b0ed70bf26605e193c54863f66d2339a9f05533f40ae45a710b8803f96ae0cae897875bf8c1dac3df38a693f0cdb87b80b9d443fee2dfe0258fa49bf8595232096e8ef3f2da89c4ec680503fd4b1ed4a371b523fc57faee677c7653fcb05edcbd855513fe02030551608693f30597b1845c4573fa8a12590124a623fdae30af17b0d5fbf7617341858b05e3fd024295c6793dbbe36f5bb1a7c7b5c3f7599794240e6ef3f328a4a426df745bff71339b3bac86e3f9589d13011ba72bfdfeb462c9b77653f7d2409cfc7de3fbf72bd23772ebf603f7597e708068263bf24d0a849b79c773f1368d1d79e3241bf769c8bdd1c91703f122ea1450899ef3f0c5de8418b4089bf6c784d147f1571bfb9bd8df9916595bf46ccd27ff69e6cbf023ee4dbe2dc86bf75ca7f52bce6863f1540edbcce8a8ebf6648d334b70e65bf60b7cf6698a167bfdf785f9da017f03f3c3778dbb90289bf5211430dfa6c7a3f5cec349c860f1b3ff4dfdfa9f77f803fd5f5afca8dea6bbfd0637eb4c8b73f3ff2100d12cfbd51bfca183a4f1305773f8c1e00b550e4ef3f8336d53612cc93bf076fe0ff9c8c77bf7aaa577818ce8bbf929de456fdb0853ff052e934edba83bf5330e2d4bd9740bf7c03d707f1e966bf183c112e0ddaef3f8b66700b1716673f8ae0,9d2752fc733f80d96aaa53f708bfb9ea4d1d60395f3fac4f4f3eb87b7bbfb2dd7ce05bf1863fed0793f431daef3f35287adfae08603fd7cd8bcaedea45bffcacfde78a751b3fb54a82e4dbc8403f4a0983d2492869bf1f8fc0b28a12f03f8726f4d8ee456ebf67935ba82f54783f12b1fd19270e6dbf1f76ac1fb789803f5b139f891fefef3fc899c5c556274d3f5215354d36ca653f62eba2a50f2571bfad00a23b9f8eef3f93c2f327064d4dbf3f04d787798871bf8307f80604ddef3f1d027514fea8723f87c253b7acceef3f947494628c065f7369676d6194680b68114308a06bd4dc0b1ec83f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b114b02869468118942100100000000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944baa8c025f67944b018c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b114b018694681189438800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014d21014b018694681189420809000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894473d4c25c2684976828c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b5f8c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014bbe859468118942f00500009ade3c7d8e0b7840da3c621b44af6d405d7d28368081384027c5befa6ef264408c1353716ae768400000000000000000f845ab5ebef87a40e8cf30b644756a405b8fcd9977bcea3fd9082c78cb037b40bee3998a39666a40d09b6b2073e0e93f1382fde8760d7b401c8f702a08556a40b66e90173291f73f645cd7938a187b40a08a16a36d2b6a40dafd0e5bd3e0e63f21e9f1a684197b40a169b534a2146a40dafd0e5bd3e0e63f645cd7938a187b40a24854c6d6fd6940b66e90173291f73f1382fde8760d7b402644fa3e3cd46940d09b6b2073e0e93fd9082c78cb037b4084efd0de0ac369405b8fcd9977bcea3ff845ab5ebef87a405a033ab3ffb369400e49ed977e18fc3f5130907600de7a40f1404e1bc4a26940c679c3a7d557ed3f4082329659cf7a402e377f0d3fa16940c679c3a7d557ed3f2fd4d4b5b2c07a40f1404e1bc4a269400e49ed977e18fc3f88beb9cdf4a57a405a033ab3ffb369405b8fcd9977bcea3fa7fb38b4e79a7a4084efd0de0ac36940d09b6b2073e0e93f6d8267433c917a402644fa3e3cd46940b66e90173291f73f1ca88d9828867a40a24854c6d6fd6940dafd0e5bd3e0e63f5f1b73852e857a40a169b534a2146a40dafd0e5bd3e0e63f1ca88d9828867a40a08a16a36d2b6a40b66e90173291f73f6d8267433c917a401c8f702a08556a40d09b6b2073e0e93fa7fb38b4e79a7a40bee3998a39666a405b8fcd9977bcea3f88beb9cdf4a57a40e8cf30b644756a400e49ed977e18fc3f2fd4d4b5b2c07a4051921c4e80866a40c679c3a7d557ed3f4082329659cf7a40149ceb5b05886a400000901ec4bcd6428a3d2c3fc47f7340c0a6b55e9e7c70402480e836e4fa24409f3a26ecdf1c74402ec1336e90,41704028468259e0f6244048293b0c0db77440ff80bf4119ff6f40eedd2361fbea24407ff50df2c64d7540a7392697b26d6f407aaa1fa320d724403e8b41f088e07540949c4e8679cf6e40b4317f0665bb24407cd67859ce6e7640089aebb8fa246e40155bf31b0898244038c3568012f876404222b0d8c26e6d403d8b202e766d2440683d7eb7d07b774084254f8f5ead6c407f82c4504b3c24400631925184f977400c947b865ae16b4063be8b6f570524400c8a35a1a87078401a5ee867430b6b40c49a1452a3c9234074340bf9b8e07840f27348dda52b6a4028d53576768a2340381cb6ab30497940d2c54e900e436940584df67f5d492340522dd90b8ba97940fa43ae2a0a5268402f1027cb30082340ba53176c43017a40aade195625596740d2f380611ac922406c7b131fd54f7a40228644bcec586640d92d4f399a8e224060907077bb947a40a42ae106ed516540ba040d34875b2240907ed1c771cf7a4070bca2dfb2446440d05487f00a332240f631d96273ff7a40c62b3cf0ca3163406c762d54961822408c962a9b3b247b40e46860e2c1196240e01f93f2cc0f22404c9868c3453d7b401064c25f24fd604057684c74661c22403023362e0d4a7b400a1b2a24feb85f4020dbb1cbfe391240ee24ab53234b7b4042dfe08166955e405812c594b6eb3440ee24ab53234b7b40ac9aafdc785a59400000000000000000010000006f3d573fa8ad0478de0100003893b362f97f000002000000010000000000000000000000ffffffffffffffffc0f4c780de010000e89cb362f97f0000000044b45774e03f0000000000000000010000001dfb89bfa8ad0478de0100003893b362f97f000003000000010000000000000000000000ffffffffffffffffc0f4c780de010000e89cb362f97f0000008345cebb557bbf000000000000000001000000be9b00c0040000000140bfbf3893b362f97f000005000000f9d39e3f00000000000000000004f97310e49340409bb362f97f0000e89cb362f97f000000f562b37c2bd13f409bb362f97f0000e89cb362f97f0000040000000100000001000000010000000100000000000000ffffffffffffffffffffffffffffffff70c0c262f97f0000e08ffd7fde010000409bb362f97f000080a80478de010000e89cb362f97f00000000000000000000ffffffffffffffff0000000000000000000000000000000000000000000000009474946275622e,COMPLETE
33,33,,2026-06-16 13:32:25.453836,2026-06-16 13:32:25.701599,0 days 00:00:00.247763,28.405802540245258,46.046803426587175,71.1266753323196,-21.130398935405253,60.436663714658486,9.288490468794185,61.182383679718995,-2.0606029284037675,98.97719914913938,101,94,55,39.48954434770105,69.84739652247355,41.06058637490994,-42.39714374679191,41.35785282730784,51.64358890449152,41.17167621981413,62.076075136466,17.699748269570122,Unfeasible shape,1.0,,,,,,,,PRUNED
34,34,,2026-06-16 13:32:25.826224,2026-06-16 13:32:26.131237,0 days 00:00:00.305013,82.54245465945891,51.949468884679376,62.930373475632685,-20.689156020902345,47.49138945754626,69.41624632605631,51.35396614539222,-10.08137504941595,21.442431204782586,103,71,35,25.96592758509674,73.84476509846465,31.817393829282494,-22.305916842242453,18.133614147580005,64.52632620978699,72.45013404615123,-15.323357767720466,5.619533417501889,Unfeasible shape,1.0,,,,,,,,PRUNED
35,35,,2026-06-16 13:32:26.271718,2026-06-16 13:32:26.686176,0 days 00:00:00.414458,53.836685668927515,81.3130876712113,39.3799330282186,-26.695414228042715,64.42856371215855,35.88750340708036,54.985042241444134,30.539953111979806,115.90425849496646,103,85,29,29.176609168044035,74.45574949717967,7.838747340719548,-31.96412218657268,47.71056091783372,83.10018541194967,70.91514189588563,58.39157932020187,58.992787708202435,Unfeasible shape,1.0,,,,,,,,PRUNED
36,36,,2026-06-16 13:32:26.826660,2026-06-16 13:32:27.123835,0 days 00:00:00.297175,59.101368680112245,6.642998954405789,33.22177071383157,-32.19810466100755,46.175369427447976,18.966358615109794,3.185477299197366,39.96660783087751,67.957122481372,96,72,60,38.074731389357794,42.545867178924674,20.387744559205686,-50.42445748676343,12.147511440008074,37.71710447454935,62.9183393484638,30.01127261270082,12.313623886478366,Unfeasible shape,1.0,,,,,,,,PRUNED
37,37,,2026-06-16 13:32:27.249908,2026-06-16 13:32:27.568317,0 days 00:00:00.318409,82.8178081824096,65.15327543691689,50.21333104440896,-32.77333396433325,48.727290788710654,44.80020515369132,41.13461330379104,3.478420471595527,14.416802113125655,101,106,35,52.8201538548951,48.1345762979466,49.9637043976045,-37.805942312324945,7.066548006278277,36.982178660360084,26.49878699060364,62.70025877485156,63.62248229456802,Unfeasible shape,1.0,,,,,,,,PRUNED
38,38,13.673991778867206,2026-06-16 13:32:27.705391,2026-06-16 13:32:53.650411,0 days 00:00:25.945020,37.998885993306025,43.04101553778355,51.78993925007478,-56.982404611469306,16.881539646641038,14.534662480345746,46.97419699025766,37.347432294481834,112.75570640658098,101,75,42,31.295783922701624,64.35696613739805,38.7021266874938,-34.05405653158176,27.93040536659028,30.802727800201026,50.455085858572936,-19.890289233431655,30.3246529924642,,1.0,,,,,,,,COMPLETE
39,39,,2026-06-16 13:32:55.749895,2026-06-16 13:32:56.080985,0 days 00:00:00.331090,84.11609916249617,56.64150704545008,44.64516447322068,-27.36704961807854,46.24661160730278,29.165102652026423,63.21626602784853,6.323689311729119,30.650877844960775,108,84,35,21.0642227566567,26.58458122442752,25.991660245587344,-37.56690321911512,45.41939632713004,39.653923063124374,50.67328236717727,-34.31173907741212,39.83828960105013,Unfeasible shape,1.0,,,,,,,,PRUNED
40,40,,2026-06-16 13:32:56.229114,2026-06-16 13:32:56.538167,0 days 00:00:00.309053,52.6047092330446,65.22278271794994,41.85764842286654,-31.26390329378932,59.95019674558735,20.332618301632415,56.62943231285623,43.948428614727035,45.24841048290573,110,70,56,11.66621119398414,58.02049177430043,60.50372986941153,-39.52595385866948,36.291083954386345,57.67622929535443,59.306369267124275,-43.29427106262962,27.009213712290236,Unfeasible shape,1.0,,,,,,,,PRUNED
41,41,26.08155090976817,2026-06-16 13:32:56.668693,2026-06-16 13:33:21.086300,0 days 00:00:24.417607,48.66369429094601,7.250804620546579,35.50962715042167,-22.780256321650754,26.79850428997702,68.16107134445495,41.2133086119589,0.5448122260329313,136.0494915809345,110,81,34,30.02706850087274,7.052445433486384,44.25181863938826,-20.42906949495439,27.65861286967948,50.84864395491431,68.55709057707779,15.285109065619778,56.241516711614224,,1.0,,,,,,,,COMPLETE
42,42,,2026-06-16 13:33:22.822038,2026-06-16 13:33:23.107121,0 days 00:00:00.285083,44.20384432212876,46.12342495639433,75.94479182432136,-34.25607509467362,41.89892584008163,22.039909879952546,23.90576503351958,0.6643177188710254,43.02559830379806,113,82,60,10.287840879738134,38.26101993397945,24.67047142742752,-19.597978820637636,54.93428556774062,62.336245134673796,47.05159121121939,57.41856998293757,20.897930553505226,Unfeasible shape,1.0,,,,,,,,PRUNED
43,43,,2026-06-16 13:33:23.248124,2026-06-16 13:33:23.608525,0 days 00:00:00.360401,69.39605068370344,61.08133199860795,44.98332973191751,-41.564335757453826,54.34812318916379,56.996384356682874,60.79405093263666,14.518176062070097,67.35898911266744,104,72,44,12.972465209280411,36.796852065564636,38.90261536278224,-29.475412232396174,49.2832568446633,47.76249988127999,2.154775396456751,-16.65531253976311,2.729634104235427,Unfeasible shape,1.0,,,,,,,,PRUNED
44,44,,2026-06-16 13:33:23.747622,2026-06-16 13:33:24.112029,0 days 00:00:00.364407,68.18104696801392,60.673801630152106,54.54737654480119,-51.3437319772231,33.70472242533473,57.35971516534943,30.53901688781959,33.01913207909887,35.934283600045866,120,61,46,38.84226931142387,51.934592382075486,4.441753759551936,-44.53283265264999,13.98730918570509,37.73179962490796,74.32254052843692,-41.521348641250924,25.07818178129503,Unfeasible shape,1.0,,,,,,,,PRUNED
45,45,,2026-06-16 13:33:24.255622,2026-06-16 13:33:24.612943,0 days 00:00:00.357321,37.5337567261735,37.066253576503165,42.90251914382184,-60.40946321001219,42.09164271326953,66.36851971783578,51.35111631448428,73.1919572179357,32.19335111102956,103,95,51,27.88573303249141,37.817271416423104,28.338737058088242,-36.45906130802172,48.51108553802106,40.62829030269083,27.02994901117077,-32.74324611650589,35.7300515002621,Unfeasible shape,1.0,,,,,,,,PRUNED
46,46,,2026-06-16 13:33:24.761088,2026-06-16 13:33:25.137304,0 days 00:00:00.376216,53.002976572158744,72.55192621516606,73.78233883897141,-39.07021779031687,21.180713092092443,42.50972798546178,43.308957652041606,-18.859870160836035,102.6785051542722,111,85,45,60.30259273631719,50.943519819484536,43.22830916955656,-54.596601928198346,52.35046415626645,44.98608835221844,70.23728647820353,28.934910214646635,61.69118884162612,Unfeasible shape,1.0,,,,,,,,PRUNED
47,47,110.5768285070673,2026-06-16 13:33:25.268836,2026-06-16 13:33:44.643885,0 days 00:00:19.375049,81.75803320961785,72.10047562762331,35.32799550380504,-18.422114558200434,44.678020394277006,28.21848584051476,29.508476901059545,30.82474355587273,65.9002861411953,93,97,49,40.89448455445187,56.92220797815308,41.44205569018283,-37.665264150128735,66.97389003047734,51.54918698163512,49.862218087720485,-2.6593252773740943,39.835267327395506,,1.0,,,,,,,,COMPLETE
48,48,,2026-06-16 13:33:45.858797,2026-06-16 13:33:46.270319,0 days 00:00:00.411522,64.21034648427683,47.956427012317235,50.48006520207023,-61.072279710546276,38.34073905451828,46.62490325294996,18.814499009095236,-14.979154932204604,25.366517414380176,106,58,40,19.081915267350738,52.37449072519838,45.869441194059625,-53.31633993634088,43.19422043977528,28.70331604336957,49.03699417022644,-32.95739793575615,63.48298966478209,Unfeasible shape,1.0,,,,,,,,PRUNED
49,49,,2026-06-16 13:33:46.425379,2026-06-16 13:33:46.799147,0 days 00:00:00.373768,72.72618869968501,38.83476440657039,52.20448178952687,-54.97821486162208,34.460938571121524,21.249882938515047,28.171403012963218,11.81732713817118,2.3057082209720052,109,56,39,71.28479907983004,23.050298542393882,44.59703457162707,-27.28272053338756,51.36342203078019,66.42011212684201,59.68369688628224,-35.941864383392705,46.6805425118711,Unfeasible shape,1.0,,,,,,,,PRUNED
50,50,,2026-06-16 13:33:46.934199,2026-06-16 13:33:47.282832,0 days 00:00:00.348633,45.35285230805869,52.58965990308874,16.152762284239163,-55.04839054009693,19.095445685255974,53.80804465978638,53.7702289568673,16.807624621763892,23.713834344678837,106,73,49,39.54202932343956,49.40700063021375,18.353772921918555,-22.133385283407456,4.591663833581323,49.963257948171034,57.99742924683883,3.2334919465266623,17.213678915043285,Unfeasible shape,1.0,,,,,,,,PRUNED
51,51,,2026-06-16 13:33:47.420364,2026-06-16 13:33:47.732927,0 days 00:00:00.312563,51.72820764887862,32.493405225992625,32.7722474677032,-32.70855336761235,35.48472064431241,42.702809328200146,4.523457371102154,49.91375873851426,19.940536901169022,115,77,55,14.287027752778176,37.36332333372828,18.986354478729382,-38.791598195283456,66.17669059236299,90.55319779773777,37.037108636925296,22.385026667476183,32.87250443554568,Unfeasible shape,1.0,,,,,,,,PRUNED
52,52,,2026-06-16 13:33:47.852448,2026-06-16 13:33:48.151633,0 days 00:00:00.299185,55.01800021756194,53.42221910700823,60.4284531817444,-27.514965115060704,52.788328415541315,29.200593127455715,58.84753369909748,37.77058735474202,117.56347335305145,104,65,51,51.05579530993446,50.3610146230252,43.59898864389524,-22.799074452610917,68.51124435932718,39.21928632187853,68.54703431351986,-18.257630299175183,8.397040571803592,Unfeasible shape,1.0,,,,,,,,PRUNED
53,53,,2026-06-16 13:33:48.297515,2026-06-16 13:33:48.651603,0 days 00:00:00.354088,39.36842261053321,56.525879215660176,11.856026565357611,-35.5963258036958,10.458241711599992,69.6850414947864,66.32546635894,34.5394422203228,67.17929820353494,91,73,48,25.00877145165257,57.09787580233014,17.023135031894533,-53.89487939441531,38.952930149643684,79.23770546367385,69.20905404609178,-21.947895600769282,40.25902680808492,Unfeasible shape,1.0,,,,,,,,PRUNED
54,54,,2026-06-16 13:33:48.785129,2026-06-16 13:33:49.092864,0 days 00:00:00.307735,74.62146304885991,28.8858126652885,39.02704364231307,-30.117652460853208,40.43968016627031,40.77292822041344,30.956253609117983,-24.52764812966317,113.94640126007249,97,78,33,51.842737549914844,36.485432944028176,28.551398375720296,-36.1250466916149,41.916526246851575,50.18537198238651,7.312466151222112,15.198202630396587,16.20410349033026,Unfeasible shape,1.0,,,,,,,,PRUNED
55,55,,2026-06-16 13:33:49.220860,2026-06-16 13:33:49.553177,0 days 00:00:00.332317,76.45590984957532,55.42455159444208,7.15010006192577,-35.934320141158544,31.571896868554553,35.413905966844005,30.4388917061749,-21.45314005932474,45.746454274258575,101,62,54,37.92834650046339,54.19212631880902,45.94881282810412,-28.293661787518012,21.34717291891982,34.17812865650821,33.75952638576155,32.44013348767973,44.95020346640202,Unfeasible shape,1.0,,,,,,,,PRUNED
56,56,,2026-06-16 13:33:49.689325,2026-06-16 13:33:50.016659,0 days 00:00:00.327334,90.02791781787752,78.28950037084024,64.45738506505478,-42.718718493291746,59.78750774764522,64.83081984791558,44.04593389595301,49.579506669162896,101.3838209614911,100,82,48,29.576457748682053,59.769422041077384,32.94352449703971,-36.77663020538597,37.02097366427791,42.40357127449761,41.906846107508464,31.85512467572633,62.7977181966804,Unfeasible shape,1.0,,,,,,,,PRUNED
57,57,,2026-06-16 13:33:50.146619,2026-06-16 13:33:50.461015,0 days 00:00:00.314396,43.513275051643504,82.34118674634581,40.982071309332625,-27.916127544164702,34.578286895425904,36.31206358877465,36.995558266409205,-37.473153309984056,126.69614058231818,111,89,58,39.623961321940705,37.76417911614224,10.075134691093856,-46.007754309851336,22.455221009603488,54.313489838164294,58.25744368378389,23.53801906159454,6.815337164598955,Unfeasible shape,1.0,,,,,,,,PRUNED
58,58,,2026-06-16 13:33:50.602070,2026-06-16 13:33:50.909886,0 days 00:00:00.307816,72.22352963797445,20.904511210550922,92.11926257877556,-31.388168013157625,8.099717059084268,77.41081193330182,31.221330706882437,-39.04107337046853,90.89974236780364,107,78,50,19.09246159685894,55.80823480022227,28.189199456391925,-29.7934630167521,14.552859574527504,37.70447529928498,35.824007314643254,15.49433844323572,0.7081729744804829,Unfeasible shape,1.0,,,,,,,,PRUNED
59,59,,2026-06-16 13:33:51.055368,2026-06-16 13:33:51.403212,0 days 00:00:00.347844,51.57395298564446,59.852122261276094,25.00836070277532,-63.04299164612641,46.59298294797893,23.349286150559802,27.982774794644207,0.7759113579254375,87.87069010697205,97,65,53,24.590882964700256,38.04809184287005,50.69168406977545,-22.278414833232354,59.97334560134236,51.06036828533696,16.767500537001503,-52.50396478307057,10.774139444972409,Unfeasible shape,1.0,,,,,,,,PRUNED
60,60,,2026-06-16 13:33:51.519079,2026-06-16 13:33:51.894016,0 days 00:00:00.374937,32.39604247716035,28.03174414845705,1.4816158330490634,-26.024461127702082,48.7661715636127,70.95569504732937,59.00035049921895,15.823054593193014,35.11286494952641,118,60,44,17.612388106633627,47.37659291812793,19.61476840579504,-19.085831917428237,39.15822922573791,24.09928428463492,47.8881340728868,10.764745798218442,19.73569923252926,Unfeasible shape,1.0,,,,,,,,PRUNED
