,number,value,datetime_start,datetime_complete,duration,params_lLegPt.lL0,params_lLegPt.lL1,params_lLegPt.lL2,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegPt.lL0,params_sLegPt.lL1,params_sLegPt.lL2,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,user_attrs_prune,system_attrs_auto:sampler,state
59,59,8.040619008011774,2026-04-13 11:38:46.635179,2026-04-13 11:38:55.224740,0 days 00:00:08.589561,14.76542087694148,35.19684863937426,56.76071327008051,-22.27786906832563,73.78570504707729,58.54303970964773,42.05670110508465,37.85079341325526,22.72881266343137,81.2962004049023,70.51999996906082,29.054330548116116,-49.040049422503344,42.54807897648547,79.82010744432002,35.472355891210846,36.57200193033505,22.468350849161567,Unattained target,GPSampler,PRUNED
60,60,5.973515664438025,2026-04-13 11:38:55.399582,2026-04-13 11:39:04.176555,0 days 00:00:08.776973,44.90181481727393,66.90915640517993,47.127742883561105,-37.56256700819319,62.26152275388458,66.83990375120683,58.385693510711874,34.5341891825217,11.672266466255905,13.688844871203937,49.80493189894499,93.7614623624269,-54.20401070269807,78.50979104766758,45.389975591591785,87.20407148518547,38.49208241815418,12.99777431688936,Unattained target,GPSampler,PRUNED
61,61,6.610824620493197,2026-04-13 11:39:04.366733,2026-04-13 11:39:13.580534,0 days 00:00:09.213801,86.43918793211324,60.60487445742039,69.53258098353821,-65.41136561841104,77.51693693420327,71.09852409006312,34.11688169289167,32.89913784109209,18.838719164923077,92.86554749587819,70.83115093114043,85.63507146882206,-22.957849876814564,85.56145855285283,93.09909234558525,75.94790813095221,45.69036298485434,23.341614374590634,Unattained target,GPSampler,PRUNED
62,62,4.160712672964799,2026-04-13 11:39:13.831856,2026-04-13 11:39:41.504982,0 days 00:00:27.673126,39.47734927312871,22.961275530177133,80.25177312933923,-66.76500043547101,50.706193572435765,69.2234550405143,50.04652470264784,36.8484509668852,11.722207306605863,96.9087015974022,52.66217159343349,11.917418720961242,-76.5930702290008,29.208867483708673,10.145559188616552,15.890774385385722,41.15544272308792,15.894221983841565,,GPSampler,COMPLETE
63,63,6.37255126540834,2026-04-13 11:39:41.672516,2026-04-13 11:39:49.845416,0 days 00:00:08.172900,89.88159023371317,28.62166483763612,95.05218126333737,-46.960331192536536,77.65817025174839,97.77676001475511,65.64865726117668,39.66715719677407,29.59206829619268,13.713579649627091,46.00765652708935,95.55915654172533,-69.62538949298691,54.97756285075399,45.05581259251354,40.69988569607205,46.196125858033525,19.477480461339983,Unattained target,GPSampler,PRUNED
64,64,5.382884700845118,2026-04-13 11:39:50.014423,2026-04-13 11:40:13.164937,0 days 00:00:23.150514,86.90840838541017,96.38894494980336,62.039106818187875,-22.334098748874723,54.00406901733061,45.884357844447656,41.23799413581503,49.92188490336089,11.722197606567724,28.497038453807804,12.376685828029245,71.33242068780123,-37.02055896714897,37.42320675245715,28.1414734553694,37.83430429184148,49.57768719277152,19.10470898887553,Unattained target,GPSampler,PRUNED
65,65,6.657939373200158,2026-04-13 11:40:13.361773,2026-04-13 11:40:22.137263,0 days 00:00:08.775490,15.281966043346342,48.852046243791285,31.39104655615306,-61.23364690631033,68.781083248658,31.519431782256397,58.0348792959383,37.20462447829564,28.473935570681018,16.48323268806713,98.5336353313747,34.49747855530245,-67.07801497790064,32.91827722560831,64.52662096128512,92.59531385445794,41.80611072685818,14.823494928702395,Unattained target,GPSampler,PRUNED
66,66,5.455737809015375,2026-04-13 11:40:22.269738,2026-04-13 11:40:30.876676,0 days 00:00:08.606938,27.701066372097053,34.43670343506926,70.58221665686376,-54.92649826546005,50.634674402316655,69.01268387076719,89.43353868771725,40.70358138382171,27.652739685487504,48.74476146407672,36.70499565545768,31.2800182476272,-42.7236409768993,39.58561098999607,86.50548755860899,84.05608153680447,48.608158540127036,14.844314679862329,Unattained target,GPSampler,PRUNED
67,67,13.786065783675816,2026-04-13 11:40:31.027638,2026-04-13 11:40:38.507222,0 days 00:00:07.479584,65.52176531728425,38.57354236627282,81.72316039029872,-77.64373171644633,96.00019328923813,93.40571950523814,92.93580360664859,35.82326589913144,15.134363434343514,80.41443456246743,91.08695069432385,56.23278754966611,-52.60469331145448,61.76803698871768,32.61285539613267,67.65375144423638,38.71302749505492,18.65774908274623,Unattained target,GPSampler,PRUNED
68,68,6.561048863249063,2026-04-13 11:40:38.657848,2026-04-13 11:40:51.111296,0 days 00:00:12.453448,64.84675781842483,30.164872966431336,35.37210624458344,-65.15052617050998,26.582284603363636,91.03053156506354,31.294923663826616,46.12095432741184,17.8644488801286,59.46610344527094,63.451700559172714,61.351013415781864,-68.88147541380579,29.655132218789703,48.67825534154772,97.25249603377425,36.52386163570662,14.629596036661777,Unattained target,GPSampler,PRUNED
