,number,value,datetime_start,datetime_complete,duration,params_highPt.lL1,params_highPt.lL2,params_highPt.lL3,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_lowPt.lL1,params_lowPt.lL2,params_lowPt.lL3,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_auto:sampler,state
0,0,,2026-05-18 17:09:47.397751,2026-05-18 17:09:47.929782,0 days 00:00:00.532031,25.564867043373972,89.38989386082466,15.764451605632088,-58.79796508380947,26.10473759922995,45.16315595258349,55.43514808632853,-84.67431397499134,200.54204863520312,73.76831313183715,42.543251226546175,20.05531072784776,-72.67622578388115,24.951337145330786,92.71000321637614,80.07181942527285,13.391280008450398,19.81407624402162,Unfeasible shape,RandomSampler,PRUNED
1,1,,2026-05-18 17:09:48.054960,2026-05-18 17:09:48.295114,0 days 00:00:00.240154,59.680726023137794,61.17017174016236,57.20329189775309,-52.27869630079997,31.125423606474293,20.704267027928946,61.97048324293022,-8.29967840543847,84.50929628141027,2.1495873657781597,71.0564931701915,51.77227711858436,-78.97218799545567,16.074757311384026,87.23413881824077,35.87755663683175,27.188382350277898,22.723616575207075,Unfeasible shape,RandomSampler,PRUNED
2,2,,2026-05-18 17:09:48.429982,2026-05-18 17:09:48.689842,0 days 00:00:00.259860,48.69533079236581,78.49464463133377,17.226403872979386,-12.697246729725933,66.2620984514461,73.49853342008724,67.57744983895994,-34.23347655911741,166.38611472074373,89.85136722629848,50.13119050769931,68.95996637489067,-63.60934276761635,52.247674237216145,79.89504463164225,89.8312662960986,48.058668659050966,37.59313742929318,Unfeasible shape,RandomSampler,PRUNED
3,3,,2026-05-18 17:09:48.822196,2026-05-18 17:09:49.051313,0 days 00:00:00.229117,37.84891498611555,37.639572648571765,74.20943699005373,-51.850422811896586,34.4859819312748,87.21904985989796,2.2106756720546707,-20.749515473640088,5.890981701942346,22.459507987084322,77.17196434673681,49.431306451774226,-25.059008206841625,3.62562669623029,42.124186027369646,12.89592750784336,67.80413132679254,-0.8778917715568966,Unfeasible shape,RandomSampler,PRUNED
4,4,,2026-05-18 17:09:49.169629,2026-05-18 17:09:49.422129,0 days 00:00:00.252500,82.52903178730028,25.488673938093868,34.006068459883906,-24.202151670910794,85.10512150552475,21.935087213557622,93.00806987079035,-63.24251115540049,231.515527692694,49.51502275193303,53.16104398790268,42.466402718380785,-20.509815040819177,87.82475102543442,65.44221635048362,37.03932463463801,38.44671054245567,-3.8924529007357904,Unfeasible shape,RandomSampler,PRUNED
5,5,10.326270173090501,2026-05-18 17:09:49.552912,2026-05-18 17:10:45.422684,0 days 00:00:55.869772,48.140381756329944,55.22448917544061,82.49329386341327,-45.51610090691107,46.95972522070012,35.25803021629227,38.31237663352514,-8.553260217503976,45.591248105061375,84.2726749054363,85.59220742948678,7.1292354512960125,-50.05127262780508,25.006252653571217,50.361001575256644,55.25752716304797,-3.274935651160355,-37.56835850353238,,RandomSampler,COMPLETE
6,6,,2026-05-18 17:10:46.787921,2026-05-18 17:10:47.020455,0 days 00:00:00.232534,98.66682183132373,28.04413789818545,72.49104491910187,-32.10385848172308,18.901302431188903,43.12355712884862,55.27645419398074,-42.043963949733524,127.26102400763949,73.90592443205175,99.54601202242502,58.74834782592868,-26.18675002799445,82.51162095712353,97.45022675934192,76.14560581340992,72.08350344485602,-26.520491566247003,Unfeasible shape,GPSampler,PRUNED
7,7,,2026-05-18 17:10:47.150482,2026-05-18 17:10:47.360630,0 days 00:00:00.210148,64.7875502068964,40.661816537328804,27.953127135724376,-63.58307913085611,87.9804652926011,51.73625833375162,9.849965470772808,-60.897218792800054,197.13343020062018,36.6869582511322,14.075375794092706,58.06680726483017,-22.32377778307889,16.845922072203976,79.79268601106118,82.03232285138859,-0.9009590248878911,-9.74366050654875,Unfeasible shape,GPSampler,PRUNED
8,8,,2026-05-18 17:10:47.505822,2026-05-18 17:10:47.768607,0 days 00:00:00.262785,54.4173425064033,40.13509756003011,87.92833297972614,-60.791606676834576,8.003060456727205,78.17011197073418,43.88448494203734,20.880559014445268,99.12921287409662,85.27428052203575,72.83743169392052,43.56992290294262,-26.397831562102432,54.64647316337895,55.96905090800666,28.432643148055597,25.324744113643533,-52.54657202117065,Unfeasible shape,GPSampler,PRUNED
9,9,,2026-05-18 17:10:47.915306,2026-05-18 17:10:48.174367,0 days 00:00:00.259061,64.52463712125578,84.55286550701528,3.736636072306381,-52.78439734123897,67.92509587084524,49.262264375785605,35.4071042310598,24.58062002423705,68.03041931874333,58.01381230092647,81.63957016934116,76.87907701950589,-48.456395300183715,37.87533416436659,17.08804253133176,46.40408762023361,49.36868235965022,36.1562971770426,Unfeasible shape,GPSampler,PRUNED
10,10,,2026-05-18 17:10:48.303624,2026-05-18 17:10:48.524236,0 days 00:00:00.220612,18.84738388222937,44.34678594304534,92.7409205535811,-22.383043486853296,2.221980810255098,56.40188836084487,43.521634278809664,9.144597072858986,226.3210064451109,58.15436995182145,95.68806572072216,50.47368035698447,-34.770447978787615,16.251313268463054,29.07511622947385,86.96463005603991,85.61423576699077,-46.88774466965269,Unfeasible shape,GPSampler,PRUNED
11,11,,2026-05-18 17:10:48.666823,2026-05-18 17:10:48.903915,0 days 00:00:00.237092,80.45490701662054,21.741676763099335,39.20788960909603,-60.41128539037075,33.33492351084058,27.15877978465709,86.56997095575902,-65.64078524756864,105.23300283928685,21.997293289745933,83.12301715798918,89.82894566762596,-55.44274758890714,10.478735237733241,85.92725209580122,49.01951981866683,-8.708647898428403,24.636430936249027,Unfeasible shape,GPSampler,PRUNED
12,12,,2026-05-18 17:10:49.073910,2026-05-18 17:10:49.330541,0 days 00:00:00.256631,52.11241503277254,77.75939263322164,17.022677414371703,-22.690599867427885,97.31893508144516,55.11015658836512,21.469909990458284,-85.86444880491203,9.04526565609008,28.389007334190346,99.57404306098282,15.330848235330537,-71.64298912844471,22.258161899598562,56.96743189818426,34.83563711387251,-14.647249850842314,-6.638498598008958,Unfeasible shape,GPSampler,PRUNED
13,13,,2026-05-18 17:10:49.490946,2026-05-18 17:10:49.740918,0 days 00:00:00.249972,6.209957407984908,64.20369983709304,15.893407398556766,-73.94572082495735,60.33424332077492,59.14293827820028,74.15602030092211,-24.023084691108338,22.582559412708044,57.310173599798155,89.81811124619826,94.27958964445122,-35.029608225438594,8.003690729971282,92.40853668720749,34.85780701429046,66.95072357587206,11.444012809953577,Unfeasible shape,GPSampler,PRUNED
14,14,,2026-05-18 17:10:49.880632,2026-05-18 17:10:50.220807,0 days 00:00:00.340175,85.88017698928148,32.6285905856348,55.948209039380025,-62.90007072950013,99.99795877878388,21.67960560047148,41.24115168009142,-68.23015433024368,-7.089195619051985,78.52711937650473,39.68205257274326,51.205850761604864,-41.2588437647419,98.19270460702148,37.49621033499033,68.1761116223798,29.73945952602884,-56.79351350504056,Unfeasible shape,GPSampler,PRUNED
15,15,,2026-05-18 17:10:50.360802,2026-05-18 17:10:50.671088,0 days 00:00:00.310286,22.208701443078347,65.33457349729134,84.34891181179314,-57.659640523167866,41.222044820311766,79.23601153052724,14.967944200542032,16.70423101921199,253.92888411205354,20.258760071957628,73.13250459772598,14.606764537844183,-72.9071602356253,93.74568638711439,86.39590668551082,3.459971600042943,2.543887642924986,26.926524475699438,Unfeasible shape,GPSampler,PRUNED
