,number,value,datetime_start,datetime_complete,duration,params_highPt.lL1,params_highPt.lL2,params_highPt.lL3,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_lowPt.lL1,params_lowPt.lL2,params_lowPt.lL3,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_auto:sampler,state
0,0,,2026-05-18 18:05:02.114227,2026-05-18 18:05:02.679361,0 days 00:00:00.565134,147.0323439110316,89.03639760581694,102.81315512548304,-22.64334126862549,122.07738282233116,81.40395415077599,141.74661019542123,0.050239022450533355,70.23848973119509,73.64283027564466,39.597789038420935,93.69678637987181,-73.40463771929639,197.83262815521945,77.59833531929851,4.618110189873439,8.990310616013346,68.70079907521128,Unfeasible shape,RandomSampler,PRUNED
1,1,,2026-05-18 18:05:02.814285,2026-05-18 18:05:03.044367,0 days 00:00:00.230082,7.73911377497454,196.53791785870064,9.076704392254102,-53.16114960549242,169.7711757200096,187.8378184707659,125.33434316485958,-9.295667643539268,127.81842768672027,100.77155852320284,184.96316121166882,177.9197038818826,-5.21788629263412,114.85308324652276,149.2500242504966,116.5413865895067,21.02564830090995,87.29468132714781,Unfeasible shape,RandomSampler,PRUNED
2,2,,2026-05-18 18:05:03.173899,2026-05-18 18:05:03.429159,0 days 00:00:00.255260,37.04941751186684,73.52473476089042,132.65726454808242,-70.63917680953209,76.26786955737713,145.12246170884345,167.54842451045076,-44.21772034523326,161.22250593691106,155.74954937329022,93.61672666999475,57.849364546667275,-80.80442782202273,89.0844498372311,25.787094918545236,97.75145600139118,-28.283433156661157,3.2646647298460785,Unfeasible shape,RandomSampler,PRUNED
3,3,,2026-05-18 18:05:03.565142,2026-05-18 18:05:03.794012,0 days 00:00:00.228870,88.70303934756392,56.53085088908298,159.82925677637945,-73.02670039675125,166.74895654726967,68.83208611902015,43.723417269869614,25.42794635315056,120.23232457406576,73.60636423152351,123.81748258092573,198.4531274790312,-36.488217991098125,110.2062309166628,149.61009541464824,56.691773529371005,-16.965075670330243,80.73690329616775,Unfeasible shape,RandomSampler,PRUNED
4,4,,2026-05-18 18:05:03.925236,2026-05-18 18:05:04.149118,0 days 00:00:00.223882,97.01196733020316,83.49036133923721,13.837713597918018,-22.977407430254118,168.70774975755907,9.405745835686613,56.28377589680998,24.667131093857535,163.05882068326434,99.01764933065385,5.333214027505002,129.64518797706495,-52.067432227573846,3.0285069108598215,13.828175009669803,188.67242941915012,21.236000927701568,55.23290317185524,Unfeasible shape,RandomSampler,PRUNED
5,5,,2026-05-18 18:05:04.284149,2026-05-18 18:05:04.494351,0 days 00:00:00.210202,2.806921611329146,199.50574420583834,38.99330659714706,-37.75241296206402,96.64494570107131,87.56375550074502,196.60709333013082,12.202020383338223,141.0510761337471,28.82425769346455,60.586707019893296,41.41423555229004,-39.20767709730126,95.22189733989912,47.643078318309605,57.973000322969675,2.674469462628224,63.37002923898909,Unfeasible shape,RandomSampler,PRUNED
6,6,,2026-05-18 18:05:04.628378,2026-05-18 18:05:04.864108,0 days 00:00:00.235730,92.96349829880494,55.61203759944504,176.44958544226662,-78.5382631101918,1.4811884348735262,49.53155817404366,138.76356457412354,-10.886074585417816,-2.132392601836175,64.9077094788392,16.31090895456471,5.8398138956693755,-15.117010903020287,163.82439012614762,140.89030024769565,23.77241289965479,-56.601677126214476,27.866559070456006,Unfeasible shape,RandomSampler,PRUNED
7,7,,2026-05-18 18:05:04.984365,2026-05-18 18:05:05.244184,0 days 00:00:00.259819,8.747943118219858,181.9000342462265,39.51557754876065,-23.456779607806055,101.77113969232109,22.751274811299176,181.6637269966147,4.0650218253188655,162.54185783960813,102.42314283927321,159.79734418807104,188.4543230612383,-19.264450090018983,153.18400887962935,35.2829576895503,170.74191788764327,1.9264655643907318,62.387128356942085,Unfeasible shape,RandomSampler,PRUNED
8,8,,2026-05-18 18:05:05.368997,2026-05-18 18:05:05.615130,0 days 00:00:00.246133,49.094360582019625,86.31038404554916,47.66033952170681,-67.74726061171502,105.14829420499181,150.47492743550796,176.8337081137476,-56.20449666025456,50.54454537695445,21.574674409427107,127.81928656563973,42.87653123760386,-51.77861546804859,104.03077107315617,21.851559403148407,170.5557948336393,-49.61783369759341,39.169339981349836,Unfeasible shape,RandomSampler,PRUNED
9,9,,2026-05-18 18:05:05.745999,2026-05-18 18:05:05.959224,0 days 00:00:00.213225,187.94958033563128,16.385500409399377,116.02138090580544,-15.967518242515112,131.06679896997855,177.96738631771788,75.1413355897788,16.739462722739106,166.67959335073112,13.310144594274625,148.22557973523305,42.64166827922554,-50.46446596703723,15.505322762115554,39.36019344781687,186.38833935233401,15.401232989456389,30.9068979876431,Unfeasible shape,RandomSampler,PRUNED
