,number,value,datetime_start,datetime_complete,duration,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,user_attrs_prune,system_attrs_auto:sampler,state
28,28,6.0,2026-04-21 16:50:48.730233,2026-04-21 16:50:48.902353,0 days 00:00:00.172120,-35.11440224522369,49.375356964975566,18.657133269646238,40.82266995415153,95.29249878233362,2.0447738543109395,-65.28877231128178,55.4197203916131,78.69796673451371,20.579204973388514,0.44588287115730907,70.01212245102151,Unfeasible shape,GPSampler,PRUNED
29,29,6.0,2026-04-21 16:50:49.040690,2026-04-21 16:50:49.242298,0 days 00:00:00.201608,-28.591401646221485,14.742718869515626,42.46483013278523,17.7525045353056,95.83507718061227,-15.378171545957844,-20.22972789270669,72.24281195211933,81.3624810177433,10.813361920690728,19.40002843893469,30.127991596013686,Unfeasible shape,GPSampler,PRUNED
30,30,6.0,2026-04-21 16:50:49.370719,2026-04-21 16:50:49.461414,0 days 00:00:00.090695,-30.071136088367695,34.235951888633394,23.436464783572823,31.791282453278857,96.38222229860898,78.367827957479,-58.59828080130623,40.037427903487696,27.881103595460907,83.15331812076589,39.065615333825846,0.8538115307778078,Unfeasible shape,GPSampler,PRUNED
31,31,6.0,2026-04-21 16:50:49.590357,2026-04-21 16:50:49.646110,0 days 00:00:00.055753,-56.19650302384319,67.6571674899389,93.85727333500989,45.43925404795215,79.33658207383796,57.73647639996686,-47.38200406596231,60.960878100698906,95.3244929474957,80.82264568292211,10.782690903435238,1.2830725937627196,Unfeasible shape,GPSampler,PRUNED
32,32,6.0,2026-04-21 16:50:49.780322,2026-04-21 16:50:49.863315,0 days 00:00:00.082993,-68.67408136790819,10.300276527294699,89.94242641764463,81.7663942481832,101.26853875446014,-2.93151408088411,-58.313683663812355,35.71199312517984,85.20402324640362,86.79622371518109,17.005115202647133,37.46167504090661,Unfeasible shape,GPSampler,PRUNED
33,33,7.419573324092056,2026-04-21 16:50:49.990315,2026-04-21 16:50:54.640358,0 days 00:00:04.650043,-26.321243268895095,26.33230777008208,57.088695144396574,69.62544458727835,63.76654921061572,53.85489649188722,-48.171639622089806,19.989889868895844,26.816191759680727,26.598910837929804,32.640733482122684,11.15747292647583,Unattained target,GPSampler,PRUNED
34,34,8.72665020884407,2026-04-21 16:50:54.770670,2026-04-21 16:50:59.840427,0 days 00:00:05.069757,-28.766593347958462,74.03526304180085,24.69232966725597,52.281978084625365,38.77270296455106,-0.5370525493868676,-62.040574333722404,73.66003499473118,28.791278061531653,38.75096943352867,14.258743367811789,45.41648491485549,Unattained target,GPSampler,PRUNED
35,35,6.0,2026-04-21 16:51:00.015370,2026-04-21 16:51:00.090706,0 days 00:00:00.075336,-69.26496990523178,58.18043306907787,22.80200187832977,43.59414781906344,6.675549092093558,0.3808874298693077,-33.59370122731532,91.3397656054785,54.55362722729738,41.20136863298881,-18.37634767334661,74.76869455007335,Unfeasible shape,GPSampler,PRUNED
36,36,6.0,2026-04-21 16:51:00.226346,2026-04-21 16:51:00.344728,0 days 00:00:00.118382,-79.47519871166791,40.517788607212985,95.4190409630681,27.05238644578544,97.66943251214937,10.119856201619385,-72.05428568512728,43.10499357729981,51.29503226268678,99.65026942459889,21.275736075005767,109.87602621056337,Unfeasible shape,GPSampler,PRUNED
37,37,6.0,2026-04-21 16:51:00.477243,2026-04-21 16:51:00.550876,0 days 00:00:00.073633,-40.62626232552881,65.1050138836849,86.64186148586327,15.880678544770744,27.733750957878897,71.43991008980919,-36.18777807464502,51.841816817813175,84.68070181767146,29.614423889742504,5.09015527532361,20.69797313899955,Unfeasible shape,GPSampler,PRUNED
38,38,6.0,2026-04-21 16:51:00.688803,2026-04-21 16:51:00.790735,0 days 00:00:00.101932,-69.05558343126891,92.9970577169755,18.109417023730675,36.47147030229023,89.5078777315284,-16.95270506287783,-54.66317837854938,98.73906399311356,86.785922297208,15.402757736639042,31.857500253647878,47.399142351673035,Unfeasible shape,GPSampler,PRUNED
39,39,6.0,2026-04-21 16:51:00.916700,2026-04-21 16:51:00.990735,0 days 00:00:00.074035,-39.97261311241315,97.05251390618659,74.12919382810344,70.8719113883435,5.318970632285792,62.346448644586346,-57.84946634347466,98.1028135374134,33.709456447966474,11.968607067932526,-20.613708484339913,70.30903274246737,Unfeasible shape,GPSampler,PRUNED
